"","Site","Year","Block","Trt","Plot","Tree_Number","Sp_code","Cond","DBH","CoreID","response","priorDBH","priorYear","PlotID","totalPlotBA_ha","priorBA","CanopyCover","meanVPD","maxVPD","meanSWA","minSWA"
"1378","FV",2006,1,1,16,5,"PIPO",1,22.3,"FV_1_1_16_5","Live",22,1998,"FV_1_1_16",32.099317635,31.35729135,45.88071066,7.73318955687385,14.9864565774693,55.015260831825,4.50181539325818
"1379","FV",2011,1,1,16,5,"PIPO",1,23,"FV_1_1_16_5","Live",22.3,2006,"FV_1_1_16",33.2192784,32.099317635,44.589847716,7.82417341914747,14.2231014546422,48.0357788647079,8.80061956586973
"1380","FV",2019,1,1,16,5,"PIPO",1,22.7,"FV_1_1_16_5","Live",23,2011,"FV_1_1_16",35.45680446,33.2192784,47.23540609125,7.76912500082,14.4849442798482,62.5022084971683,6.86338058686139
"1381","FV",2006,1,1,16,6,"PIPO",3,NA,"FV_1_1_16_6","Dead",18.4,1998,"FV_1_1_16",32.099317635,31.35729135,45.88071066,7.73318955687385,14.9864565774693,55.015260831825,4.50181539325818
"1382","FV",2006,1,1,16,7,"PIPO",1,25.8,"FV_1_1_16_7","Live",25.8,1998,"FV_1_1_16",32.099317635,31.35729135,45.88071066,7.73318955687385,14.9864565774693,55.015260831825,4.50181539325818
"1383","FV",2011,1,1,16,7,"PIPO",1,26.4,"FV_1_1_16_7","Live",25.8,2006,"FV_1_1_16",33.2192784,32.099317635,44.589847716,7.82417341914747,14.2231014546422,48.0357788647079,8.80061956586973
"1384","FV",2019,1,1,16,7,"PIPO",1,26.8,"FV_1_1_16_7","Live",26.4,2011,"FV_1_1_16",35.45680446,33.2192784,47.23540609125,7.76912500082,14.4849442798482,62.5022084971683,6.86338058686139
"1385","FV",2006,1,1,16,9,"PIPO",1,1.5,"FV_1_1_16_9","Live",1.2,1998,"FV_1_1_16",32.099317635,31.35729135,45.88071066,7.73318955687385,14.9864565774693,55.015260831825,4.50181539325818
"1386","FV",2011,1,1,16,9,"PIPO",1,1.5,"FV_1_1_16_9","Live",1.5,2006,"FV_1_1_16",33.2192784,32.099317635,44.589847716,7.82417341914747,14.2231014546422,48.0357788647079,8.80061956586973
"1387","FV",2019,1,1,16,9,"PIPO",1,1.5,"FV_1_1_16_9","Live",1.5,2011,"FV_1_1_16",35.45680446,33.2192784,47.23540609125,7.76912500082,14.4849442798482,62.5022084971683,6.86338058686139
"1388","FV",2006,1,1,17,1,"PIPO",1,33.2,"FV_1_1_17_1","Live",31.1,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1389","FV",2011,1,1,17,1,"PIPO",1,34,"FV_1_1_17_1","Live",33.2,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1390","FV",2019,1,1,17,1,"PIPO",1,36,"FV_1_1_17_1","Live",34,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1391","FV",2006,1,1,17,10,"PIPO",1,10.1,"FV_1_1_17_10","Live",10,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1392","FV",2011,1,1,17,10,"PIPO",1,11.2,"FV_1_1_17_10","Live",10.1,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1393","FV",2019,1,1,17,10,"PIPO",1,11.5,"FV_1_1_17_10","Live",11.2,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1394","FV",2006,1,1,17,11,"PIPO",1,3,"FV_1_1_17_11","Live",2,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1395","FV",2011,1,1,17,11,"PIPO",1,3.5,"FV_1_1_17_11","Live",3,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1396","FV",2019,1,1,17,11,"PIPO",1,4.1,"FV_1_1_17_11","Live",3.5,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1397","FV",2006,1,1,17,13,"PIPO",1,21.6,"FV_1_1_17_13","Live",20.5,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1398","FV",2011,1,1,17,13,"PIPO",1,22,"FV_1_1_17_13","Live",21.6,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1399","FV",2019,1,1,17,13,"PIPO",1,23.1,"FV_1_1_17_13","Live",22,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1400","FV",2006,1,1,17,14,"PIPO",1,4.6,"FV_1_1_17_14","Live",4.1,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1401","FV",2011,1,1,17,14,"PIPO",1,5,"FV_1_1_17_14","Live",4.6,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1402","FV",2019,1,1,17,14,"PIPO",1,5.3,"FV_1_1_17_14","Live",5,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1403","FV",2006,1,1,17,15,"PIPO",1,5.1,"FV_1_1_17_15","Live",4.7,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1404","FV",2011,1,1,17,15,"PIPO",1,5.2,"FV_1_1_17_15","Live",5.1,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1405","FV",2019,1,1,17,15,"PIPO",1,4.9,"FV_1_1_17_15","Live",5.2,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1406","FV",2006,1,1,17,16,"PIPO",1,1.3,"FV_1_1_17_16","Live",0.9,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1407","FV",2011,1,1,17,16,"PIPO",1,1.4,"FV_1_1_17_16","Live",1.3,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1408","FV",2019,1,1,17,16,"PIPO",1,1.2,"FV_1_1_17_16","Live",1.4,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1409","FV",2006,1,1,17,17,"PIPO",1,1.4,"FV_1_1_17_17","Live",1.2,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1410","FV",2011,1,1,17,17,"PIPO",1,1.9,"FV_1_1_17_17","Live",1.4,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1411","FV",2019,1,1,17,17,"PIPO",1,1.4,"FV_1_1_17_17","Live",1.9,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1412","FV",2006,1,1,17,19,"PIPO",1,31.7,"FV_1_1_17_19","Live",30.1,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1413","FV",2011,1,1,17,19,"PIPO",1,33.1,"FV_1_1_17_19","Live",31.7,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1414","FV",2019,1,1,17,19,"PIPO",1,34.5,"FV_1_1_17_19","Live",33.1,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1415","FV",2006,1,1,17,2,"PIPO",1,35.9,"FV_1_1_17_2","Live",35.4,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1416","FV",2011,1,1,17,2,"PIPO",1,37.1,"FV_1_1_17_2","Live",35.9,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1417","FV",2019,1,1,17,2,"PIPO",1,39.7,"FV_1_1_17_2","Live",37.1,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1418","FV",2006,1,1,17,20,"PIPO",1,19.1,"FV_1_1_17_20","Live",19.3,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1419","FV",2006,1,1,17,22,"PIPO",1,29.4,"FV_1_1_17_22","Live",28.5,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1420","FV",2011,1,1,17,22,"PIPO",1,30.8,"FV_1_1_17_22","Live",29.4,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1421","FV",2019,1,1,17,22,"PIPO",1,32.5,"FV_1_1_17_22","Live",30.8,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1422","FV",2006,1,1,17,28,"PIPO",1,2.8,"FV_1_1_17_28","Live",2.1,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1423","FV",2011,1,1,17,28,"PIPO",1,3.2,"FV_1_1_17_28","Live",2.8,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1424","FV",2019,1,1,17,28,"PIPO",1,3.5,"FV_1_1_17_28","Live",3.2,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1425","FV",2006,1,1,17,3,"PIPO",1,19.6,"FV_1_1_17_3","Live",19.4,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1426","FV",2011,1,1,17,3,"PIPO",1,20.5,"FV_1_1_17_3","Live",19.6,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1427","FV",2019,1,1,17,3,"PIPO",1,21,"FV_1_1_17_3","Live",20.5,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1428","FV",2006,1,1,17,30,"PIPO",1,23.9,"FV_1_1_17_30","Live",22.5,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1429","FV",2011,1,1,17,30,"PIPO",1,24.9,"FV_1_1_17_30","Live",23.9,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1430","FV",2019,1,1,17,30,"PIPO",1,26.5,"FV_1_1_17_30","Live",24.9,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1431","FV",2006,1,1,17,31,"PIPO",1,14.3,"FV_1_1_17_31","Live",14.2,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1432","FV",2011,1,1,17,31,"PIPO",1,14.8,"FV_1_1_17_31","Live",14.3,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1433","FV",2019,1,1,17,31,"PIPO",1,14.6,"FV_1_1_17_31","Live",14.8,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1434","FV",2006,1,1,17,32,"PIPO",1,7,"FV_1_1_17_32","Live",7.1,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1435","FV",2006,1,1,17,33,"PIPO",1,7,"FV_1_1_17_33","Live",6.9,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1436","FV",2011,1,1,17,33,"PIPO",1,7,"FV_1_1_17_33","Live",7,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1437","FV",2019,1,1,17,33,"PIPO",3,NA,"FV_1_1_17_33","Dead",7,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1438","FV",2006,1,1,17,34,"PIPO",1,4.3,"FV_1_1_17_34","Live",3.7,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1439","FV",2011,1,1,17,34,"PIPO",1,4.5,"FV_1_1_17_34","Live",4.3,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1440","FV",2019,1,1,17,34,"PIPO",1,4.8,"FV_1_1_17_34","Live",4.5,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1441","FV",2006,1,1,17,35,"PIPO",3,NA,"FV_1_1_17_35","Dead",6.8,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1442","FV",2006,1,1,17,36,"PIPO",1,13.8,"FV_1_1_17_36","Live",13.9,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1443","FV",2011,1,1,17,36,"PIPO",1,14,"FV_1_1_17_36","Live",13.8,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1444","FV",2019,1,1,17,36,"PIPO",1,13.9,"FV_1_1_17_36","Live",14,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1445","FV",2006,1,1,17,37,"PIPO",3,NA,"FV_1_1_17_37","Dead",2.6,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1446","FV",2006,1,1,17,38,"PIPO",1,5.1,"FV_1_1_17_38","Live",4.5,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1447","FV",2011,1,1,17,38,"PIPO",1,5.5,"FV_1_1_17_38","Live",5.1,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1448","FV",2019,1,1,17,38,"PIPO",1,6.3,"FV_1_1_17_38","Live",5.5,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1449","FV",2006,1,1,17,39,"PIPO",1,37.3,"FV_1_1_17_39","Live",35.5,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1450","FV",2011,1,1,17,39,"PIPO",1,38.3,"FV_1_1_17_39","Live",37.3,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1451","FV",2019,1,1,17,39,"PIPO",1,40.1,"FV_1_1_17_39","Live",38.3,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1452","FV",2006,1,1,17,4,"PIPO",1,7.6,"FV_1_1_17_4","Live",7.1,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1453","FV",2011,1,1,17,4,"PIPO",1,8,"FV_1_1_17_4","Live",7.6,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1454","FV",2019,1,1,17,4,"PIPO",1,8.4,"FV_1_1_17_4","Live",8,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1455","FV",2006,1,1,17,42,"PIPO",1,5.9,"FV_1_1_17_42","Live",5.7,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1456","FV",2011,1,1,17,42,"PIPO",1,6,"FV_1_1_17_42","Live",5.9,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1457","FV",2019,1,1,17,42,"PIPO",1,6,"FV_1_1_17_42","Live",6,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1458","FV",2006,1,1,17,43,"PIPO",1,10.3,"FV_1_1_17_43","Live",9.3,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1459","FV",2011,1,1,17,43,"PIPO",1,10,"FV_1_1_17_43","Live",10.3,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1460","FV",2019,1,1,17,43,"PIPO",1,10.8,"FV_1_1_17_43","Live",10,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1461","FV",2006,1,1,17,44,"PIPO",1,9.6,"FV_1_1_17_44","Live",8.2,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1462","FV",2011,1,1,17,44,"PIPO",1,9.1,"FV_1_1_17_44","Live",9.6,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1463","FV",2019,1,1,17,44,"PIPO",1,10.1,"FV_1_1_17_44","Live",9.1,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1464","FV",2006,1,1,17,45,"PIPO",2,2.5,"FV_1_1_17_45","Live",2.4,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1465","FV",2006,1,1,17,46,"PIPO",1,21.2,"FV_1_1_17_46","Live",20.5,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1466","FV",2011,1,1,17,46,"PIPO",1,21.5,"FV_1_1_17_46","Live",21.2,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1467","FV",2019,1,1,17,46,"PIPO",1,22.4,"FV_1_1_17_46","Live",21.5,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1468","FV",2006,1,1,17,47,"PIPO",1,36.5,"FV_1_1_17_47","Live",36,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1469","FV",2011,1,1,17,47,"PIPO",1,37.8,"FV_1_1_17_47","Live",36.5,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1470","FV",2019,1,1,17,47,"PIPO",1,40.1,"FV_1_1_17_47","Live",37.8,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1471","FV",2006,1,1,17,48,"PIPO",1,7.3,"FV_1_1_17_48","Live",6.8,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1472","FV",2011,1,1,17,48,"PIPO",1,7.9,"FV_1_1_17_48","Live",7.3,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1473","FV",2019,1,1,17,48,"PIPO",1,8.6,"FV_1_1_17_48","Live",7.9,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1474","FV",2006,1,1,17,49,"PIPO",1,16.3,"FV_1_1_17_49","Live",16.2,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1475","FV",2011,1,1,17,49,"PIPO",3,NA,"FV_1_1_17_49","Dead",16.3,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1476","FV",2006,1,1,17,5,"PIPO",1,15.4,"FV_1_1_17_5","Live",14.5,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1477","FV",2011,1,1,17,5,"PIPO",1,15.8,"FV_1_1_17_5","Live",15.4,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1478","FV",2019,1,1,17,5,"PIPO",1,16.8,"FV_1_1_17_5","Live",15.8,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1479","FV",2006,1,1,17,51,"PIPO",1,2.8,"FV_1_1_17_51","Live",1.9,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1480","FV",2011,1,1,17,51,"PIPO",1,3.5,"FV_1_1_17_51","Live",2.8,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1481","FV",2019,1,1,17,51,"PIPO",1,4.1,"FV_1_1_17_51","Live",3.5,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1482","FV",2006,1,1,17,53,"PIPO",6,NA,"FV_1_1_17_53","Dead",11.9,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1483","FV",2006,1,1,17,54,"PIPO",1,28.9,"FV_1_1_17_54","Live",27.4,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1484","FV",2011,1,1,17,54,"PIPO",1,30.1,"FV_1_1_17_54","Live",28.9,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1485","FV",2019,1,1,17,54,"PIPO",1,32.5,"FV_1_1_17_54","Live",30.1,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1486","FV",2006,1,1,17,55,"PIPO",1,25.8,"FV_1_1_17_55","Live",25.4,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1487","FV",2011,1,1,17,55,"PIPO",1,26.4,"FV_1_1_17_55","Live",25.8,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1488","FV",2019,1,1,17,55,"PIPO",1,26.6,"FV_1_1_17_55","Live",26.4,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1489","FV",2006,1,1,17,56,"PIPO",1,8.7,"FV_1_1_17_56","Live",9.1,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1490","FV",2011,1,1,17,56,"PIPO",2,8.5,"FV_1_1_17_56","Live",8.7,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1491","FV",2019,1,1,17,56,"PIPO",3,NA,"FV_1_1_17_56","Dead",8.5,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1492","FV",2006,1,1,17,57,"PIPO",1,1.2,"FV_1_1_17_57","Live",0.8,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1493","FV",2011,1,1,17,57,"PIPO",1,1.4,"FV_1_1_17_57","Live",1.2,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1494","FV",2019,1,1,17,57,"PIPO",1,1.6,"FV_1_1_17_57","Live",1.4,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1495","FV",2006,1,1,17,58,"PIPO",1,2.4,"FV_1_1_17_58","Live",2.2,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1496","FV",2011,1,1,17,58,"PIPO",1,2.6,"FV_1_1_17_58","Live",2.4,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1497","FV",2019,1,1,17,58,"PIPO",3,NA,"FV_1_1_17_58","Dead",2.6,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1498","FV",2006,1,1,17,6,"PIPO",1,6.8,"FV_1_1_17_6","Live",6.3,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
"1499","FV",2011,1,1,17,6,"PIPO",1,7.4,"FV_1_1_17_6","Live",6.8,2006,"FV_1_1_17",31.05891789,30.522352245,41.47979798,7.82417341914747,14.2231014546422,49.4637582438048,8.51961388552682
"1500","FV",2019,1,1,17,6,"PIPO",1,7.1,"FV_1_1_17_6","Live",7.4,2011,"FV_1_1_17",34.09260393,31.05891789,41.57260101,7.76912500082,14.4849442798482,63.6259075010278,6.30889676913091
"1501","FV",2006,1,1,17,62,"PIPO",1,2.7,"FV_1_1_17_62","Live",1.6,1998,"FV_1_1_17",30.522352245,29.266183485,42.61363636375,7.73318955687385,14.9864565774693,55.1489907927178,3.79531949903408
