"","Nest_ID","Fate_cat","Year_located","Project_ID","Transect_ID2","Trt_cat","Nest_Ht","cosOrientation","Init_day","Tree_sp","Trees_2550","Trees_50","pPIPO","a1000_areacv2","a1000_contag","a1000_np1","a1000_Ha","a1000_RxBu","maxTmax_C","meanTmax_C","maxPpt_mm","meanPpt_mm","exposure","prevStage"
"108","EMMAOR_NFLAGC1-07A_2014","failure",2014,"EMMAOR","EMMAOR_FLAGC1","U",2.1,-0.956304755963035,NA,"JUOC",25,5,0.2,461.2990112,21.2907009,25,0,0,30.5629997253418,20.4300498962402,3.69899988174438,0.703200002014637,28,"N"
"109","EMMAOR_NFLAGC1-08A_2015","success",2015,"EMMAOR","EMMAOR_FLAGC1","U",9,-0.719339800338651,144,"PIPO",33.3333333333333,22.5,0.846153846153846,496.4349976,19.8724995,24,0,0,33.5320014953613,28.7843539112746,0.907999992370606,0.0925808079314954,45,"N"
"110","EMMAOR_NFLAGC2-03A_2019","success",2019,"EMMAOR","EMMAOR_FLAGC2","HB",6,-0.139173100960066,156,"PIPO",75,10,0.307692307692308,307.7479858,43.3762016,17,82.0475006,77.3529968,30.3090000152588,24.8002998352051,3.81599998474121,0.296999999089167,44,"N"
"111","EMMAOR_NFLAGC2-06A_2019","success",2019,"EMMAOR","EMMAOR_FLAGC2","HB",12.3,0.945518575599317,163,"PIPO",50,12.5,0.545454545454545,282.1130066,60.7094994,8,82.3702011,82.7386017,30.3090000152588,24.9630657699373,3.81599998474121,0.181371527125723,49,"N"
"112","EMMAOR_NFLAGC2-10A_2015","success",2015,"EMMAOR","EMMAOR_FLAGC2","HB",1.95,-0.999390827019096,146,"JUOC",133.333333333333,20,0.375,92.5048981,70.7947006,14,88.1783981,87.885498,34.5190010070801,26.8486974321563,10.8120002746582,1.35845020244976,49,"N"
"113","EMMAOR_NFLAGC2-10A_2019","success",2019,"EMMAOR","EMMAOR_FLAGC2","HB",7.5,0.224951054343865,147,"PIPO",50,20,0.785714285714286,126.4869995,64.5207977,17,85.4208984,85.4377975,26.5669994354248,21.7818463643392,1.22500002384186,0.154575757908099,44,"N"
"114","EMMAOR_NMDC1-07A_2017","success",2017,"EMMAOR","EMMAOR_MDC1","U",2.8,-0.64278760968654,141,"PIPO",83.3333333333333,7.5,1,430.6940002,9.1416502,83,0,0,33.7630004882812,29.4275333404541,1.19200003147125,0.0794666687647502,50,"N"
"115","EMMAOR_NMDC2-04A_2019","success",2019,"EMMAOR","EMMAOR_MDC2","U",2.2,-0.999390827019096,152,"POTR5",16.6666666666667,22.5,0.833333333333333,274.3129883,17.9540005,32,0,0,28.0990009307861,21.3439302807763,3.03800010681152,0.236161910352253,47,"N"
"116","EMMAOR_NPAWT1-01A_2019","failure",2019,"EMMAOR","126","B",2,0.3583679495453,150,"PIPO",58.3333333333333,30,1,76.264801,81.1179962,23,0,98.8604965,25.3299999237061,20.0775000254313,2.27099990844727,0.267611106650697,34,"N"
"117","EMMAOR_NPAWT1-03A_2016","success",2016,"EMMAOR","EMMAOR_PAWT1","H",1.2,0.529919264233205,155,"PIPO",33.3333333333333,10,1,673.8839722,18.1711998,51,23.2033005,8.7818699,30.3460006713867,21.3518933095089,8.07999992370605,0.476915130323293,41,"N"
"118","EMMAOR_NPAWT1-03A_2017","success",2017,"EMMAOR","EMMAOR_PAWT1","H",4.9,-0.90630778703665,148,"PIPO",8.33333333333333,10,1,440.2839966,24.3237,34,41.8011017,3.6763501,31.4300003051758,28.7193502426147,2.30100011825562,0.690300035476685,45,"N"
"119","EMMAOR_NPAWT1-03A_2019","success",2019,"EMMAOR","EMMAOR_PAWT1","H",1,0.601815023152048,137,"PIPO",0,5,1,451.4930115,24.1599007,31,40.2756996,3.29758,27.3980007171631,19.9026088427614,8.82100009918213,0.479706018688847,47,"N"
"120","EMMAOR_NPAWT1-03A_2021","failure",2021,"EMMAOR","EMMAOR_PAWT1","H",1.15,0.642787609686539,NA,"PIPO",108.333333333333,2.5,1,439.1589966,26.0562992,30,46.0251999,1.3750499,34.99169921875,26.3430516169701,5.96859979629517,0.357917032513857,37,"N"
"121","EMMAOR_NPAWT1-04A_2015","failure",2015,"EMMAOR","EMMAOR_PAWT1","U",3.2,-0.190808995376545,161,"PIPO",25,37.5,1,771.098999,14.6253996,47,7.6855402,1.73155,34.0589981079102,28.8652811924617,0.833999991416931,0.0253499994675318,28,"N"
"122","EMMAOR_NPAWT1-05A_2015","success",2015,"EMMAOR","EMMAOR_PAWT1","U",0.7,0.422618261740699,152,"PIPO",83.3333333333333,0,0.833333333333333,585.5549927,22.1138992,27,5.72015,0,34.0589981079102,29.1074437168666,17.4190006256104,0.988992873969532,43,"N"
"123","EMMAOR_NPAWT1-05A_2019","success",2019,"EMMAOR","EMMAOR_PAWT1","H",1.8,-0.99026806874157,145,"PIPO",66.6666666666667,10,1,402.7120056,57.0071983,15,63.1856995,0,26.1979999542236,21.8584289550781,2.36500000953674,0.337857144219535,45,"N"
"124","EMMAOR_NPAWT1-05A_2021","failure",2021,"EMMAOR","EMMAOR_PAWT1","H",2.9,-0.573576436351046,NA,"PIPO",41.6666666666667,10,1,424.9590149,58.6519012,17,70.1965027,0,34.99169921875,30.6112702528636,2.87249994277954,0.123174997312682,19,"N"
"125","EMMAOR_NPAWT1-07A_2015","failure",2015,"EMMAOR","EMMAOR_PAWT1","U",2,0.978147600733806,NA,"PIPO",50,7.5,1,171.9920044,31.4999008,17,22.2059002,0,32.7869987487793,31.4164664586385,0,0,6,"N"
"126","EMMAOR_NPAWT1-08A_2015","success",2015,"EMMAOR","EMMAOR_PAWT1","H",1.5,-0.999390827019096,152,"PIPO",16.6666666666667,65,0.928571428571429,617.4089966,13.6162004,27,27.9554005,1.53102,34.0589981079102,27.0828857331049,17.4190006256104,1.20010121486017,43,"N"
"127","EMMAOR_NPAWT1-08A_2021","failure",2021,"EMMAOR","EMMAOR_PAWT1","U",5,0.629320391049837,NA,"JUOC",158.333333333333,12.5,0.125,556.8129883,11.1801004,21,35.9636002,3.7304599,34.0412979125977,31.4629077911377,0,0,10,"N"
"128","EMMAOR_NPAWT1-09A_2019","success",2019,"EMMAOR","EMMAOR_PAWT1","H",5.4,0.669130606358858,137,"PIPO",58.3333333333333,7.5,0.9,455.9660034,54.8325996,18,62.7750015,0,24.753999710083,19.4837779998779,2.36500000953674,0.278944444739156,47,"N"
