"","Nest_ID","Year_located","Julian_start","Julian_end","UTM_datum_zone","UTM_N","UTM_E"
"282","EMFWOR_NLILT3-10A_2018",2018,"156","166","NAD83 10N",4696079.92,731275.3
"283","EMFWOR_NLILT3-10A_2018",2018,"166","170","NAD83 10N",4696079.92,731275.3
"284","EMFWOR_NLILT3-10A_2018",2018,"170","178","NAD83 10N",4696079.92,731275.3
"285","EMFWOR_NLILT3-10A_2018",2018,"178","187","NAD83 10N",4696079.92,731275.3
"286","EMFWOR_NLILT3-10A_2018",2018,"187","190","NAD83 10N",4696079.92,731275.3
"287","EMFWOR_NLILT3-10A_2018",2018,"190","193","NAD83 10N",4696079.92,731275.3
"288","EMFWOR_NMUDT1-05A_2015",2015,NA,"156","NAD83 10N",4683118.158,728522.566
"289","EMFWOR_NMUDT1-05A_2015",2015,"156","163","NAD83 10N",4683118.158,728522.566
"290","EMFWOR_NMUDT1-05A_2015",2015,"163","169","NAD83 10N",4683118.158,728522.566
"291","EMFWOR_NMUDT1-05A_2015",2015,"169","174","NAD83 10N",4683118.158,728522.566
"292","EMFWOR_NMUDT1-05A_2015",2015,"174","182","NAD83 10N",4683118.158,728522.566
"293","EMFWOR_NMUDT1-05A_2015",2015,"182","189","NAD83 10N",4683118.158,728522.566
"294","EMFWOR_NMUDT1-05A_2015",2015,"189","191","NAD83 10N",4683118.158,728522.566
"295","EMFWOR_NMUDT1-05A_2015",2015,"191","194","NAD83 10N",4683118.158,728522.566
"296","EMFWOR_NMUDT1-05A_2016",2016,NA,"174","NAD83 10N",4683118.158,728522.566
"297","EMFWOR_NMUDT1-05A_2016",2016,"174","175","NAD83 10N",4683118.158,728522.566
"298","EMFWOR_NMUDT1-05A_2016",2016,"175","180","NAD83 10N",4683118.158,728522.566
"299","EMFWOR_NMUDT1-05A_2016",2016,"180","183","NAD83 10N",4683118.158,728522.566
"300","EMFWOR_NMUDT1-05A_2016",2016,"183","188","NAD83 10N",4683118.158,728522.566
"301","EMFWOR_NMUDT1-05A_2016",2016,"188","190","NAD83 10N",4683118.158,728522.566
"302","EMFWOR_NMUDT1-05A_2016",2016,"190","193","NAD83 10N",4683118.158,728522.566
"303","EMFWOR_NMUDT1-05A_2016",2016,"193","196","NAD83 10N",4683118.158,728522.566
"304","EMFWOR_NMUDT1-05A_2016",2016,"196","197","NAD83 10N",4683118.158,728522.566
"305","EMFWOR_NMUDT1-05A_2016",2016,"197","200","NAD83 10N",4683118.158,728522.566
"306","EMFWOR_NMUDT1-05A_2016",2016,"200","201","NAD83 10N",4683118.158,728522.566
"307","EMFWOR_NMUDT1-05A_2018",2018,NA,"170","NAD83 10N",4683067.425,728264.557
"308","EMFWOR_NMUDT1-05A_2018",2018,"170","178","NAD83 10N",4683067.425,728264.557
"309","EMFWOR_NMUDT1-05A_2020",2020,NA,"141","NAD83 10N",4683164,728472
"310","EMFWOR_NMUDT1-05A_2020",2020,"141","170","NAD83 10N",4683164,728472
"311","EMFWOR_NMUDT1-05A_2020",2020,"170","174","NAD83 10N",4683164,728472
"312","EMFWOR_NMUDT1-05A_2020",2020,"174","177","NAD83 10N",4683164,728472
"313","EMFWOR_NMUDT1-05A_2020",2020,"177","181","NAD83 10N",4683164,728472
"314","EMFWOR_NMUDT1-05A_2020",2020,"181","184","NAD83 10N",4683164,728472
"315","EMFWOR_NMUDT1-05A_2020",2020,"184","189","NAD83 10N",4683164,728472
"316","EMFWOR_NMUDT1-05A_2020",2020,"189","191","NAD83 10N",4683164,728472
"317","EMFWOR_NMUDT1-05A_2020",2020,"191","195","NAD83 10N",4683164,728472
"318","EMFWOR_NMUDT1-05A_2020",2020,"195","198","NAD83 10N",4683164,728472
"319","EMFWOR_NMUDT1-05A_2020",2020,"198","203","NAD83 10N",4683164,728472
"320","EMFWOR_NMUDT1-05A_2020",2020,"203","206","NAD83 10N",4683164,728472
"321","EMFWOR_NMUDT1-05A_2020",2020,"206","209","NAD83 10N",4683164,728472
"322","EMFWOR_NMUDT1-05A_2021",2021,NA,"181","NAD83 10N",4683164,728472
"323","EMFWOR_NMUDT1-05A_2021",2021,"181","187","NAD83 10N",4683164,728472
"324","EMFWOR_NMUDT1-05A_2021",2021,"187","188","NAD83 10N",4683164,728472
"325","EMFWOR_NMUDT1-05A_2021",2021,"188","195","NAD83 10N",4683164,728472
"326","EMFWOR_NMUDT1-05A_2021",2021,"195","201","NAD83 10N",4683164,728472
"327","EMFWOR_NMUDT1-05A_2021",2021,"201","204","NAD83 10N",4683164,728472
"328","EMFWOR_NPINT1-03A_2018",2018,NA,"157","NAD83 10N",4687980.468,731016.747
"329","EMFWOR_NPINT1-03A_2018",2018,"166","170","NAD83 10N",4687980.468,731016.747
"330","EMFWOR_NPINT1-03A_2018",2018,"170","178","NAD83 10N",4687980.468,731016.747
"331","EMFWOR_NRIMT1-01A_2015",2015,NA,"146","NAD83 10N",4695188.174,726400.536
"332","EMFWOR_NRIMT1-01A_2015",2015,"146","156","NAD83 10N",4695188.174,726400.536
"333","EMFWOR_NRIMT1-01A_2015",2015,"156","166","NAD83 10N",4695188.174,726400.536
"334","EMFWOR_NRIMT1-01A_2015",2015,"166","174","NAD83 10N",4695188.174,726400.536
"335","EMFWOR_NRIMT1-01A_2015",2015,"174","187","NAD83 10N",4695188.174,726400.536
"336","EMFWOR_NRIMT1-01A_2015",2015,"187","194","NAD83 10N",4695188.174,726400.536
"337","EMFWOR_NRIMT1-01A_2016",2016,NA,"176","NAD83 10N",4695073.646,726611.095
"338","EMFWOR_NRIMT1-01A_2016",2016,"176","180","NAD83 10N",4695073.646,726611.095
"339","EMFWOR_NRIMT1-01A_2016",2016,"180","183","NAD83 10N",4695073.646,726611.095
"340","EMFWOR_NRIMT1-01A_2016",2016,"183","188","NAD83 10N",4695073.646,726611.095
"341","EMFWOR_NSWRC2-09A_2016",2016,NA,"189","NAD83 10N",4659189.282,735690.246
"342","EMFWOR_NSWRC2-09A_2016",2016,"189","193","NAD83 10N",4659189.282,735690.246
"343","EMFWOR_NSWRC2-09A_2016",2016,"193","195","NAD83 10N",4659189.282,735690.246
"344","EMFWOR_NSWRC2-09A_2016",2016,"195","197","NAD83 10N",4659189.282,735690.246
"345","EMFWOR_NSWRC2-09A_2017",2017,NA,"173","NAD83 10N",4659189.282,735690.246
"346","EMFWOR_NSWRC2-09A_2017",2017,"173","174","NAD83 10N",4659189.282,735690.246
"347","EMFWOR_NSWRC2-09A_2017",2017,"174","175","NAD83 10N",4659189.282,735690.246
"348","EMFWOR_NSWRC2-09A_2017",2017,"175","178","NAD83 10N",4659189.282,735690.246
"349","EMFWOR_NSWRC2-09A_2017",2017,"178","187","NAD83 10N",4659189.282,735690.246
"350","EMFWOR_NSWRC2-09A_2017",2017,"187","191","NAD83 10N",4659189.282,735690.246
"351","EMFWOR_NSWRC2-09A_2018",2018,NA,"164","NAD83 10N",4659189.282,735690.246
"352","EMFWOR_NSWRC2-09A_2018",2018,"164","169","NAD83 10N",4659189.282,735690.246
"353","EMFWOR_NSWRC2-09A_2018",2018,"169","176","NAD83 10N",4659189.282,735690.246
"354","EMFWOR_NSWRC2-09A_2018",2018,"176","183","NAD83 10N",4659189.282,735690.246
"355","EMFWOR_NSWRC2-10A_2015",2015,NA,"148","NAD83 10N",4662771.227,733979.221
"356","EMFWOR_NSWRC2-10A_2015",2015,"148","167","NAD83 10N",4662771.227,733979.221
"357","EMFWOR_NSWRC2-10A_2015",2015,"167","174","NAD83 10N",4662771.227,733979.221
"358","EMFWOR_NSWRC2-10A_2015",2015,"174","188","NAD83 10N",4662771.227,733979.221
"359","EMFWOR_NSWRC3-03A_2019",2019,"168","168","NAD83 10N",4659559.049,738257.193
"360","EMFWOR_NSWRC3-03A_2019",2019,"168","171","NAD83 10N",4659559.049,738257.193
"361","EMFWOR_NSWRC3-03A_2019",2019,"171","175","NAD83 10N",4659559.049,738257.193
"362","EMFWOR_NSWRC3-03A_2019",2019,"175","178","NAD83 10N",4659559.049,738257.193
"363","EMFWOR_NSWRC3-03A_2019",2019,"178","182","NAD83 10N",4659559.049,738257.193
"364","EMFWOR_NSWRC3-03A_2019",2019,"182","186","NAD83 10N",4659559.049,738257.193
"365","EMFWOR_NSWRC3-03A_2019",2019,"186","189","NAD83 10N",4659559.049,738257.193
"366","EMFWOR_NSWRC3-03A_2019",2019,"189","192","NAD83 10N",4659559.049,738257.193
"367","EMFWOR_NSWRC3-03A_2019",2019,"192","196","NAD83 10N",4659559.049,738257.193
"368","EMFWOR_NSWRC3-03A_2019",2019,"196","198","NAD83 10N",4659559.049,738257.193
"369","EMFWOR_NSWRC3-03A_2019",2019,"198","200","NAD83 10N",4659559.049,738257.193
"370","EMFWOR_NSWRC3-03A_2020",2020,NA,"154","NAD83 10N",4659661,738218
"371","EMFWOR_NSWRC3-03A_2020",2020,"154","161","NAD83 10N",4659661,738218
"372","EMFWOR_NSWRC3-03A_2020",2020,"161","162","NAD83 10N",4659661,738218
"373","EMFWOR_NSWRC3-03A_2020",2020,"162","169","NAD83 10N",4659661,738218
"374","EMFWOR_NSWRC3-03A_2020",2020,"169","176","NAD83 10N",4659661,738218
"375","EMFWOR_NSWRC3-03A_2020",2020,"176","182","NAD83 10N",4659661,738218
"376","EMFWOR_NSWRC3-03A_2020",2020,"182","188","NAD83 10N",4659661,738218
"377","EMFWOR_NSWRC3-03A_2020",2020,"188","190","NAD83 10N",4659661,738218
"378","EMFWOR_NSWRC3-03A_2020",2020,"190","195","NAD83 10N",4659661,738218
"379","EMFWOR_NSWRC3-03B_2018",2018,NA,"177","NAD83 10N",4659500.136,738313.038
"380","EMFWOR_NSWRC3-03B_2018",2018,"177","179","NAD83 10N",4659500.136,738313.038
"381","EMFWOR_NSWRC3-03B_2018",2018,"179","183","NAD83 10N",4659500.136,738313.038
"382","EMFWOR_NSWRC3-03B_2018",2018,"183","190","NAD83 10N",4659500.136,738313.038
"383","EMFWOR_NSWRC3-03B_2018",2018,"190","197","NAD83 10N",4659500.136,738313.038
"384","EMFWOR_NSWRC3-03B_2018",2018,"197","204","NAD83 10N",4659500.136,738313.038
"385","EMFWOR_NSWRC3-03B_2018",2018,"204","207","NAD83 10N",4659500.136,738313.038
"386","EMFWOR_NSWRC3-03B_2018",2018,"207","211","NAD83 10N",4659500.136,738313.038
"387","EMFWOR_NSWRC3-04A_2016",2016,NA,"179","NAD83 10N",4658618.442,740281.912
"388","EMFWOR_NSWRC3-04A_2016",2016,"179","181","NAD83 10N",4658618.442,740281.912
"389","EMFWOR_NSWRC3-04A_2016",2016,"181","187","NAD83 10N",4658618.442,740281.912
"390","EMFWOR_NSWRC3-04A_2016",2016,"187","189","NAD83 10N",4658618.442,740281.912
"391","EMFWOR_NSWRC3-04A_2016",2016,"189","193","NAD83 10N",4658618.442,740281.912
"392","EMFWOR_NSWRC3-04A_2016",2016,"193","195","NAD83 10N",4658618.442,740281.912
"393","EMFWOR_NSWRC3-04A_2016",2016,"195","196","NAD83 10N",4658618.442,740281.912
"394","EMFWOR_NSWRC3-04A_2016",2016,"196","197","NAD83 10N",4658618.442,740281.912
"395","EMFWOR_NSWRC3-04A_2018",2018,NA,"155","NAD83 10N",4658624.905,740282.109
"396","EMFWOR_NSWRC3-04A_2018",2018,"155","158","NAD83 10N",4658624.905,740282.109
"397","EMFWOR_NSWRC3-04A_2018",2018,"158","162","NAD83 10N",4658624.905,740282.109
"398","EMFWOR_NSWRC3-04A_2018",2018,"162","169","NAD83 10N",4658624.905,740282.109
"399","EMFWOR_NSWRC3-04A_2018",2018,"169","176","NAD83 10N",4658624.905,740282.109
"400","EMFWOR_NSWRC3-04A_2018",2018,"176","183","NAD83 10N",4658624.905,740282.109
"401","EMFWOR_NSWRC3-04A_2018",2018,"183","186","NAD83 10N",4658624.905,740282.109
"402","EMFWOR_NSWRC3-04A_2020",2020,NA,"176","NAD83 10N",4658504,740285
"403","EMFWOR_NSWRC3-04A_2020",2020,"176","182","NAD83 10N",4658504,740285
"404","EMFWOR_NSWRC3-04A_2020",2020,"182","188","NAD83 10N",4658504,740285
"405","EMFWOR_NSWRC3-04A_2020",2020,"188","190","NAD83 10N",4658504,740285
"406","EMFWOR_NSWRC3-04A_2020",2020,"190","195","NAD83 10N",4658504,740285
"407","EMFWOR_NSWRC3-04A_2020",2020,"195","196","NAD83 10N",4658504,740285
"408","EMFWOR_NSWRC3-04A_2020",2020,"196","197","NAD83 10N",4658504,740285
"409","EMFWOR_NSWRC3-04A_2020",2020,"197","198","NAD83 10N",4658504,740285
"410","EMFWOR_NSWRC3-04A_2020",2020,"198","203","NAD83 10N",4658504,740285
"411","EMFWOR_NSWRC3-09A_2016",2016,NA,"176","NAD83 10N",4660909.512,738426.913
"412","EMFWOR_NSWRC3-09A_2016",2016,"176","179","NAD83 10N",4660909.512,738426.913
"413","EMFWOR_NSWRC3-09A_2016",2016,"179","181","NAD83 10N",4660909.512,738426.913
"414","EMFWOR_NSWRC3-09A_2016",2016,"181","183","NAD83 10N",4660909.512,738426.913
"415","EMFWOR_NSWRC3-09A_2016",2016,"183","187","NAD83 10N",4660909.512,738426.913
"416","EMFWOR_NSWRC3-09A_2016",2016,"187","189","NAD83 10N",4660909.512,738426.913
"417","EMFWOR_NSWRC3-09A_2016",2016,"189","190","NAD83 10N",4660909.512,738426.913
"418","EMFWOR_NSWRC3-09A_2018",2018,NA,"163","NAD83 10N",4661027.134,738609.202
"419","EMFWOR_NSWRC3-09A_2018",2018,"163","169","NAD83 10N",4661027.134,738609.202
"420","EMFWOR_NSWRC3-09A_2018",2018,"169","176","NAD83 10N",4661027.134,738609.202
"421","EMFWOR_NSWRC3-09A_2018",2018,"176","183","NAD83 10N",4661027.134,738609.202
"422","EMFWOR_NSWRC3-09A_2018",2018,"183","186","NAD83 10N",4661027.134,738609.202
"423","EMFWOR_NSWRC3-09A_2018",2018,"186","190","NAD83 10N",4661027.134,738609.202
"424","EMFWOR_NSWRC3-09A_2019",2019,NA,"168","NAD83 10N",4661148.149,738530.636
"425","EMFWOR_NSWRC3-09A_2019",2019,"168","171","NAD83 10N",4661148.149,738530.636
"426","EMFWOR_NSWRC3-09A_2019",2019,"171","175","NAD83 10N",4661148.149,738530.636
"427","EMFWOR_NSWRC3-09A_2019",2019,"175","178","NAD83 10N",4661148.149,738530.636
"428","EMFWOR_NSWRC3-09A_2019",2019,"178","182","NAD83 10N",4661148.149,738530.636
"429","EMMAOR_NCLIFFC1-07A_2015",2015,NA,"175","NAD83 11N",4881225.709,373282.571
"430","EMMAOR_NCLIFFC1-07A_2015",2015,"175","180","NAD83 11N",4881225.709,373282.571
"431","EMMAOR_NCLIFFC1-07A_2015",2015,"180","183","NAD83 11N",4881225.709,373282.571
"432","EMMAOR_NCLIFFC1-07A_2015",2015,"183","191","NAD83 11N",4881225.709,373282.571
"433","EMMAOR_NCLIFFC1-07A_2019",2019,NA,"165","NAD83 11N",4881225.709,373282.571
"434","EMMAOR_NCLIFFC1-07A_2019",2019,"165","178","NAD83 11N",4881225.709,373282.571
"435","EMMAOR_NCLIFFC1-07A_2019",2019,"178","184","NAD83 11N",4881225.709,373282.571
"436","EMMAOR_NCLIFFC1-07A_2019",2019,"184","190","NAD83 11N",4881225.709,373282.571
"437","EMMAOR_NCLIFFC1-08A_2015",2015,NA,"169","NAD83 11N",4880370.04,373076.329
"438","EMMAOR_NCLIFFC1-08A_2015",2015,"169","173","NAD83 11N",4880370.04,373076.329
"439","EMMAOR_NCLIFFC1-08A_2016",2016,NA,"187","NAD83 11N",4880770.683,373124.548
"440","EMMAOR_NCLIFFC1-08A_2016",2016,"187","189","NAD83 11N",4880770.683,373124.548
"441","EMMAOR_NCLIFFC1-08A_2016",2016,"189","194","NAD83 11N",4880770.683,373124.548
"442","EMMAOR_NCLIFFC1-08A_2016",2016,"194","196","NAD83 11N",4880770.683,373124.548
"443","EMMAOR_NCLIFFC1-08A_2017",2017,NA,"166","NAD83 11N",4880340.346,373075.225
"444","EMMAOR_NCLIFFC1-08A_2017",2017,"166","172","NAD83 11N",4880340.346,373075.225
"445","EMMAOR_NCLIFFC1-08A_2017",2017,"172","177","NAD83 11N",4880340.346,373075.225
"446","EMMAOR_NCLIFFC1-08A_2017",2017,"177","178","NAD83 11N",4880340.346,373075.225
"447","EMMAOR_NCLIFFC1-08A_2017",2017,"178","180","NAD83 11N",4880340.346,373075.225
"448","EMMAOR_NCLIFFC1-08A_2017",2017,"180","186","NAD83 11N",4880340.346,373075.225
"449","EMMAOR_NCLIFFC1-08A_2017",2017,"186","193","NAD83 11N",4880340.346,373075.225
"450","EMMAOR_NCLIFFC1-08A_2017",2017,"193","200","NAD83 11N",4880340.346,373075.225
"451","EMMAOR_NCLIFFC1-08A_2019",2019,NA,"165","NAD83 11N",4880340.346,373075.225
"452","EMMAOR_NCLIFFC1-08A_2019",2019,"165","178","NAD83 11N",4880340.346,373075.225
"453","EMMAOR_NCLIFFC1-08A_2019",2019,"178","184","NAD83 11N",4880340.346,373075.225
"454","EMMAOR_NCLIFFC1-08A_2019",2019,"184","190","NAD83 11N",4880340.346,373075.225
"455","EMMAOR_NCLIFFC1-08A_2019",2019,"190","192","NAD83 11N",4880340.346,373075.225
"456","EMMAOR_NCLIFFC1-08A_2019",2019,"192","193","NAD83 11N",4880340.346,373075.225
"457","EMMAOR_NCLIFFC1-08A_2019",2019,"193","200","NAD83 11N",4880340.346,373075.225
"458","EMMAOR_NCLIFFC1-08B_2017",2017,NA,"166","NAD83 11N",4880770.683,373124.548
"459","EMMAOR_NCLIFFC1-08B_2017",2017,"166","172","NAD83 11N",4880770.683,373124.548
"460","EMMAOR_NCLIFFC1-08B_2017",2017,"172","177","NAD83 11N",4880770.683,373124.548
"461","EMMAOR_NCLIFFC1-08B_2017",2017,"177","178","NAD83 11N",4880770.683,373124.548
"462","EMMAOR_NCLIFFC1-08B_2017",2017,"178","180","NAD83 11N",4880770.683,373124.548
"463","EMMAOR_NCLIFFC1-08B_2017",2017,"180","186","NAD83 11N",4880770.683,373124.548
"464","EMMAOR_NCLIFFC1-08B_2017",2017,"186","193","NAD83 11N",4880770.683,373124.548
"465","EMMAOR_NCLIFFC2-04A_2017",2017,NA,"177","NAD83 11N",4877547.94,374052.527
"466","EMMAOR_NCLIFFC2-04A_2017",2017,"177","178","NAD83 11N",4877547.94,374052.527
"467","EMMAOR_NCLIFFC2-04A_2017",2017,"178","186","NAD83 11N",4877547.94,374052.527
"468","EMMAOR_NCLIFFC2-04A_2017",2017,"186","193","NAD83 11N",4877547.94,374052.527
"469","EMMAOR_NCLIFFC2-06A_2019",2019,"178","178","NAD83 11N",4876877.559,374460.998
"470","EMMAOR_NCLIFFC2-06A_2019",2019,"178","184","NAD83 11N",4876877.559,374460.998
"471","EMMAOR_NCLIFFC2-06A_2019",2019,"184","190","NAD83 11N",4876877.559,374460.998
"472","EMMAOR_NCLIFFC2-07A_2015",2015,NA,"158","NAD83 11N",4876541.643,374889.838
"473","EMMAOR_NCLIFFC2-07A_2015",2015,"158","166","NAD83 11N",4876541.643,374889.838
"474","EMMAOR_NCLIFFC2-07A_2015",2015,"166","180","NAD83 11N",4876541.643,374889.838
"475","EMMAOR_NCLIFFC2-07A_2015",2015,"180","191","NAD83 11N",4876541.643,374889.838
"476","EMMAOR_NCLIFFC2-08A_2019",2019,NA,"178","NAD83 11N",4876639.819,375172.094
"477","EMMAOR_NCLIFFC2-08A_2019",2019,"178","184","NAD83 11N",4876639.819,375172.094
"478","EMMAOR_NCLIFFC2-10A_2017",2017,NA,"180","NAD83 11N",4877089.051,376022.398
"479","EMMAOR_NCLIFFC2-10A_2017",2017,"180","186","NAD83 11N",4877089.051,376022.398
"480","EMMAOR_NCUBT1-10A_2015",2015,NA,"168","NAD83 11N",4888319.52,347612.472
"481","EMMAOR_NCUBT1-10A_2015",2015,"168","169","NAD83 11N",4888319.52,347612.472
"482","EMMAOR_NCUBT1-10A_2016",2016,NA,"166","NAD83 11N",4888208.178,347457.452
"483","EMMAOR_NCUBT1-10A_2016",2016,"166","167","NAD83 11N",4888208.178,347457.452
"484","EMMAOR_NCUBT1-10A_2016",2016,"167","169","NAD83 11N",4888208.178,347457.452
"485","EMMAOR_NCUBT1-10A_2016",2016,"169","172","NAD83 11N",4888208.178,347457.452
"486","EMMAOR_NCUBT1-10A_2016",2016,"172","176","NAD83 11N",4888208.178,347457.452
"487","EMMAOR_NCUBT1-10A_2016",2016,"176","179","NAD83 11N",4888208.178,347457.452
"488","EMMAOR_NCUBT1-10A_2016",2016,"179","190","NAD83 11N",4888208.178,347457.452
"489","EMMAOR_NCUBT2-02A_2016",2016,NA,"176","NAD83 11N",4888895.778,345533.728
"490","EMMAOR_NCUBT2-02A_2016",2016,"176","179","NAD83 11N",4888895.778,345533.728
"491","EMMAOR_NCUBT2-02A_2016",2016,"179","181","NAD83 11N",4888895.778,345533.728
"492","EMMAOR_NCUBT2-02A_2016",2016,"181","190","NAD83 11N",4888895.778,345533.728
"493","EMMAOR_NCUBT2-02A_2021",2021,NA,"158","NAD83 11N",4888785,345182
"494","EMMAOR_NCUBT2-02A_2021",2021,"158","161","NAD83 11N",4888785,345182
"495","EMMAOR_NCUBT2-02A_2021",2021,"161","169","NAD83 11N",4888785,345182
"496","EMMAOR_NCUBT2-02A_2021",2021,"169","175","NAD83 11N",4888785,345182
"497","EMMAOR_NCUBT2-02A_2021",2021,"175","179","NAD83 11N",4888785,345182
"498","EMMAOR_NCUBT2-02A_2021",2021,"179","181","NAD83 11N",4888785,345182
"499","EMMAOR_NCUBT2-02A_2021",2021,"181","183","NAD83 11N",4888785,345182
"500","EMMAOR_NCUBT2-02A_2021",2021,"183","185","NAD83 11N",4888785,345182
"501","EMMAOR_NCUBT2-03A_2015",2015,"152","152","NAD83 11N",4888525.007,345633.804
"502","EMMAOR_NCUBT2-03A_2015",2015,"152","167","NAD83 11N",4888525.007,345633.804
"503","EMMAOR_NCUBT2-03A_2015",2015,"167","180","NAD83 11N",4888525.007,345633.804
"504","EMMAOR_NCUBT2-03A_2015",2015,"180","183","NAD83 11N",4888525.007,345633.804
"505","EMMAOR_NCUBT2-08A_2019",2019,NA,"171","NAD83 11N",4887726.859,346130.672
"506","EMMAOR_NCUBT2-08A_2019",2019,"171","176","NAD83 11N",4887726.859,346130.672
"507","EMMAOR_NCUBT2-08A_2019",2019,"176","178","NAD83 11N",4887726.859,346130.672
"508","EMMAOR_NCUBT2-08A_2019",2019,"178","183","NAD83 11N",4887726.859,346130.672
"509","EMMAOR_NCUBT2-08A_2019",2019,"183","190","NAD83 11N",4887726.859,346130.672
"510","EMMAOR_NCUBT2-10A_2015",2015,NA,"180","NAD83 11N",4887334.899,346153.224
"511","EMMAOR_NCUBT2-10A_2015",2015,"180","181","NAD83 11N",4887334.899,346153.224
"512","EMMAOR_NCUBT2-10A_2015",2015,"181","183","NAD83 11N",4887334.899,346153.224
"513","EMMAOR_NCUBT2-10A_2015",2015,"183","187","NAD83 11N",4887334.899,346153.224
"514","EMMAOR_NCUBT2-10A_2015",2015,"187","189","NAD83 11N",4887334.899,346153.224
"515","EMMAOR_NCUBT2-10A_2016",2016,NA,"176","NAD83 11N",4886997.165,346005.164
"516","EMMAOR_NCUBT2-10A_2016",2016,"176","179","NAD83 11N",4886997.165,346005.164
"517","EMMAOR_NCUBT2-10A_2016",2016,"179","181","NAD83 11N",4886997.165,346005.164
"518","EMMAOR_NCUBT2-10A_2016",2016,"181","190","NAD83 11N",4886997.165,346005.164
"519","EMMAOR_NCUBT2-10A_2016",2016,"190","194","NAD83 11N",4886997.165,346005.164
"520","EMMAOR_NCUBT2-10A_2017",2017,NA,"163","NAD83 11N",4887247.563,345919.93
"521","EMMAOR_NCUBT2-10A_2017",2017,"163","172","NAD83 11N",4887247.563,345919.93
"522","EMMAOR_NCUBT2-10A_2017",2017,"172","178","NAD83 11N",4887247.563,345919.93
"523","EMMAOR_NCUBT2-10A_2017",2017,"178","187","NAD83 11N",4887247.563,345919.93
"524","EMMAOR_NCUBT2-10A_2017",2017,"187","193","NAD83 11N",4887247.563,345919.93
"525","EMMAOR_NCUBT2-10A_2021",2021,NA,"137","NAD83 11N",4887269,345837
"526","EMMAOR_NCUBT2-10A_2021",2021,"137","145","NAD83 11N",4887269,345837
"527","EMMAOR_NCUBT2-10A_2021",2021,"145","153","NAD83 11N",4887269,345837
"528","EMMAOR_NCUBT2-10A_2021",2021,"153","161","NAD83 11N",4887269,345837
"529","EMMAOR_NCUBT2-10A_2021",2021,"161","169","NAD83 11N",4887269,345837
"530","EMMAOR_NCUBT2-10A_2021",2021,"169","175","NAD83 11N",4887269,345837
"531","EMMAOR_NCUBT2-10A_2021",2021,"175","179","NAD83 11N",4887269,345837
"532","EMMAOR_NCUBT2-10A_2021",2021,"179","181","NAD83 11N",4887269,345837
"533","EMMAOR_NCUBT2-10A_2021",2021,"181","183","NAD83 11N",4887269,345837
"534","EMMAOR_NDUGC1-01A_2015",2015,NA,"155","NAD83 11N",4895431.191,390639.002
"535","EMMAOR_NDUGC1-01A_2015",2015,"155","159","NAD83 11N",4895431.191,390639.002
"536","EMMAOR_NDUGC1-01A_2015",2015,"159","169","NAD83 11N",4895431.191,390639.002
"537","EMMAOR_NDUGC1-01A_2015",2015,"169","182","NAD83 11N",4895431.191,390639.002
"538","EMMAOR_NDUGC1-01A_2015",2015,"182","195","NAD83 11N",4895431.191,390639.002
"539","EMMAOR_NDUGC1-01A_2016",2016,NA,"154","NAD83 11N",4895431.191,390639.002
"540","EMMAOR_NDUGC1-01A_2016",2016,"154","158","NAD83 11N",4895431.191,390639.002
"541","EMMAOR_NDUGC1-01A_2016",2016,"158","172","NAD83 11N",4895431.191,390639.002
"542","EMMAOR_NDUGC1-01A_2016",2016,"172","175","NAD83 11N",4895431.191,390639.002
"543","EMMAOR_NDUGC1-01A_2016",2016,"175","180","NAD83 11N",4895431.191,390639.002
"544","EMMAOR_NDUGC1-01A_2016",2016,"180","188","NAD83 11N",4895431.191,390639.002
"545","EMMAOR_NDUGC1-01A_2016",2016,"188","193","NAD83 11N",4895431.191,390639.002
"546","EMMAOR_NDUGC1-01A_2017",2017,NA,"167","NAD83 11N",4895392.237,390532.025
"547","EMMAOR_NDUGC1-01A_2017",2017,"167","171","NAD83 11N",4895392.237,390532.025
"548","EMMAOR_NDUGC1-01A_2017",2017,"171","179","NAD83 11N",4895392.237,390532.025
"549","EMMAOR_NDUGC1-01A_2017",2017,"179","184","NAD83 11N",4895392.237,390532.025
"550","EMMAOR_NDUGC1-05A_2017",2017,NA,"167","NAD83 11N",4895312.544,391552.765
"551","EMMAOR_NDUGC1-05A_2017",2017,"167","171","NAD83 11N",4895312.544,391552.765
"552","EMMAOR_NDUGC1-05A_2017",2017,"171","179","NAD83 11N",4895312.544,391552.765
"553","EMMAOR_NDUGC1-05A_2017",2017,"179","184","NAD83 11N",4895312.544,391552.765
"554","EMMAOR_NDUGC1-05A_2017",2017,"184","194","NAD83 11N",4895312.544,391552.765
"555","EMMAOR_NDUGC1-06A_2017",2017,NA,"143","NAD83 11N",4893620.775,390400.722
"556","EMMAOR_NDUGC1-06A_2017",2017,"143","144","NAD83 11N",4893620.775,390400.722
"557","EMMAOR_NDUGC1-06A_2017",2017,"144","145","NAD83 11N",4893620.775,390400.722
"558","EMMAOR_NDUGC1-06A_2017",2017,"145","157","NAD83 11N",4893620.775,390400.722
"559","EMMAOR_NDUGC1-06A_2017",2017,"157","164","NAD83 11N",4893620.775,390400.722
"560","EMMAOR_NDUGC1-06A_2017",2017,"164","167","NAD83 11N",4893620.775,390400.722
"561","EMMAOR_NDUGC1-06A_2017",2017,"167","171","NAD83 11N",4893620.775,390400.722
