Nest_ID,Year_located,Julian_start,Julian_end,UTM_datum_zone,maxTmax_C,meanTmax_C,maxPpt_mm,meanPpt_mm
EMMAOR_NDUGC1-01A_2017,2017,171,179,NAD83 11N,31.23200035095215,27.6663335164388,2.9820001125335693,0.4573333462079366
EMMAOR_NDUGC1-01A_2017,2017,179,184,NAD83 11N,29.875999450683594,26.784833272298176,0,0
EMMAOR_NDUGC1-05A_2017,2017,167,167,NAD83 11N,16.246999740600586,16.246999740600586,1.715000033378601,1.715000033378601
EMMAOR_NDUGC1-05A_2017,2017,167,171,NAD83 11N,30.98200035095215,22.171999740600587,2.9820001125335693,0.939400029182434
EMMAOR_NDUGC1-05A_2017,2017,171,179,NAD83 11N,31.23200035095215,27.6663335164388,2.9820001125335693,0.4573333462079366
EMMAOR_NDUGC1-05A_2017,2017,179,184,NAD83 11N,29.875999450683594,26.784833272298176,0,0
EMMAOR_NDUGC1-05A_2017,2017,184,194,NAD83 11N,33.9109992980957,30.83536321466619,0,0
EMMAOR_NDUGC1-06A_2017,2017,143,143,NAD83 11N,24.746999740600586,24.746999740600586,0,0
EMMAOR_NDUGC1-06A_2017,2017,143,144,NAD83 11N,27.597999572753906,26.172499656677246,0,0
EMMAOR_NDUGC1-06A_2017,2017,144,145,NAD83 11N,27.597999572753906,21.5,0,0
EMMAOR_NDUGC1-06A_2017,2017,145,157,NAD83 11N,26.976999282836914,20.594077036930965,3.0409998893737793,0.45138460397720337
EMMAOR_NDUGC1-06A_2017,2017,157,164,NAD83 11N,27.23200035095215,17.3162499666214,4.071000099182129,2.019750028848648
EMMAOR_NDUGC1-06A_2017,2017,164,167,NAD83 11N,18.163999557495117,15.538249731063843,3.440000057220459,1.288750022649765
EMMAOR_NDUGC1-06A_2017,2017,167,171,NAD83 11N,30.98200035095215,22.171999740600587,2.9820001125335693,0.939400029182434
EMMAOR_NDUGC1-06B_2017,2017,167,167,NAD83 11N,16.246999740600586,16.246999740600586,1.715000033378601,1.715000033378601
EMMAOR_NDUGC1-06B_2017,2017,167,171,NAD83 11N,30.98200035095215,22.171999740600587,2.9820001125335693,0.939400029182434
EMMAOR_NDUGC1-06B_2017,2017,171,179,NAD83 11N,31.23200035095215,27.6663335164388,2.9820001125335693,0.4573333462079366
EMMAOR_NDUGC1-06B_2017,2017,179,184,NAD83 11N,29.875999450683594,26.784833272298176,0,0
EMMAOR_NDUGC1-10A_2016,2016,180,180,NAD83 11N,30.548999786376953,30.548999786376953,0,0
EMMAOR_NDUGC1-10A_2016,2016,180,188,NAD83 11N,30.548999786376953,27.060333251953125,0,0
EMMAOR_NDUGC1-10A_2016,2016,188,193,NAD83 11N,24.075000762939453,19.451666990915935,3.118000030517578,1.3055000305175781
EMMAOR_NDUGC1-10A_2016,2016,193,196,NAD83 11N,24.420000076293945,18.89300036430359,3.118000030517578,1.2292500082403421
EMMAOR_NDUGC1-10A_2016,2016,196,202,NAD83 11N,27.895000457763672,24.509571620396205,0.44200000166893005,0.0761428571173123
EMMAOR_NDUGC1-10A_2016,2016,202,203,NAD83 11N,26.16200065612793,25.145000457763672,0,0
EMMAOR_NDUGC1-10A_2016,2016,203,207,NAD83 11N,29.83799934387207,26.907600021362306,0,0
EMMAOR_NDUGC1-10A_2017,2017,167,167,NAD83 11N,15.574999809265137,15.574999809265137,2.0190000534057617,2.0190000534057617
EMMAOR_NELKT1-05A_2015,2015,166,166,NAD83 11N,23.760000228881836,23.760000228881836,0,0
EMMAOR_NELKT1-05A_2015,2015,166,169,NAD83 11N,25.746999740600586,25.1247501373291,0,0
EMMAOR_NELKT1-05A_2015,2015,169,174,NAD83 11N,26.488000869750977,24.297500292460125,1.340000033378601,0.2233333388964335
EMMAOR_NELKT1-05A_2015,2015,174,187,NAD83 11N,33.59400177001953,30.460643223353795,0.5389999747276306,0.038499998194830756
EMMAOR_NELKT1-05A_2015,2015,187,189,NAD83 11N,28.295000076293945,27.933333079020183,0.32100000977516174,0.10700000325838725
EMMAOR_NELKT1-05A_2015,2015,189,195,NAD83 11N,28.295000076293945,23.367285592215403,11.562999725341797,3.104571431875229
EMMAOR_NELKT1-10A_2014,2014,156,156,NAD83 11N,22.961000442504883,22.961000442504883,0,0
EMMAOR_NELKT1-10A_2014,2014,156,181,NAD83 11N,26.711999893188477,19.77488477413471,5.0879998207092285,0.4341538402860841
EMMAOR_NELKT2-01A_2021,2021,182,182,NAD83 11N,32.22060012817383,32.22060012817383,0,0
EMMAOR_NELKT2-01A_2021,2021,182,188,NAD83 11N,32.93389892578125,31.578842163085938,0.6825999617576599,0.09751428025109428
EMMAOR_NELKT2-01A_2021,2021,188,190,NAD83 11N,32.93389892578125,30.225399017333984,0,0
EMMAOR_NELKT2-01A_2021,2021,190,193,NAD83 11N,33.10169982910156,31.120774269104004,0,0
EMMAOR_NELKT2-01A_2021,2021,193,201,NAD83 11N,32.09989929199219,29.871132532755535,0,0
EMMAOR_NELKT2-02A_2015,2015,174,174,NAD83 11N,24.589000701904297,24.589000701904297,0,0
EMMAOR_NELKT2-02A_2015,2015,174,182,NAD83 11N,33.82400131225586,30.277666727701824,0.578000009059906,0.06422222322887844
EMMAOR_NELKT2-02A_2015,2015,182,188,NAD83 11N,33.45899963378906,31.053143092564174,0,0
EMMAOR_NELKT2-02A_2015,2015,188,189,NAD83 11N,28.746000289916992,28.574000358581543,0.4729999899864197,0.23649999499320984
EMMAOR_NELKT2-02A_2015,2015,189,195,NAD83 11N,28.746000289916992,23.7021427154541,11.26200008392334,3.1388571688107083
EMMAOR_NELKT2-02A_2021,2021,168,168,NAD83 11N,23.345998764038086,23.345998764038086,0,0
EMMAOR_NELKT2-02A_2021,2021,168,172,NAD83 11N,30.348098754882813,27.389719009399414,0,0
EMMAOR_NELKT2-02A_2021,2021,172,182,NAD83 11N,34.12199783325195,30.023108222267844,1.9127999544143677,0.1738909049467607
EMMAOR_NELKT2-02A_2021,2021,182,188,NAD83 11N,33.95199966430664,32.590941837855745,0.628600001335144,0.08980000019073486
EMMAOR_NELKT2-02A_2021,2021,188,189,NAD83 11N,33.95199966430664,31.64989948272705,0,0
EMMAOR_NELKT2-02A_2021,2021,189,190,NAD83 11N,30.386798858642578,29.86729907989502,0,0
EMMAOR_NELKT2-02A_2021,2021,190,193,NAD83 11N,34.27779769897461,32.194398403167725,0,0
EMMAOR_NELKT2-04A_2015,2015,189,189,NAD83 11N,27.698999404907227,27.698999404907227,0.1459999978542328,0.1459999978542328
EMMAOR_NELKT2-04A_2015,2015,189,195,NAD83 11N,27.698999404907227,22.821571350097656,11.581000328063965,3.0820000810282573
EMMAOR_NELKT2-04A_2016,2016,175,175,NAD83 11N,25.5049991607666,25.5049991607666,0,0
EMMAOR_NELKT2-04A_2016,2016,175,180,NAD83 11N,29.454999923706055,23.663000106811523,0.009999999776482582,0.0016666666294137638
EMMAOR_NELKT2-04A_2016,2016,180,188,NAD83 11N,29.92099952697754,26.710777706570095,0,0
EMMAOR_NELKT2-04A_2016,2016,188,193,NAD83 11N,23.674999237060547,18.89633321762085,3.6010000705718994,1.631166656812032
EMMAOR_NELKT2-04A_2017,2017,159,159,NAD83 11N,25.29199981689453,25.29199981689453,0,0
EMMAOR_NELKT2-04A_2017,2017,159,164,NAD83 11N,25.29199981689453,13.647666613260904,4.103000164031982,2.4110000133514404
EMMAOR_NELKT2-04A_2017,2017,164,172,NAD83 11N,29.454999923706055,19.587222205268013,5.334000110626221,1.0782222350438435
EMMAOR_NELKT2-04A_2017,2017,172,177,NAD83 11N,29.565000534057617,26.070333162943523,0.0010000000474974513,1.6666667458290854e-4
EMMAOR_NELKT2-04A_2017,2017,177,179,NAD83 11N,29.565000534057617,27.542666753133137,1.5369999408721924,0.5123333136240641
EMMAOR_NELKT2-04A_2017,2017,179,184,NAD83 11N,28.638999938964844,25.549333254496258,0,0
EMMAOR_NELKT2-04A_2017,2017,184,194,NAD83 11N,32.183998107910156,29.3933632590554,0,0
EMMAOR_NELKT2-05A_2019,2019,170,170,NAD83 11N,23.8439998626709,23.8439998626709,0,0
EMMAOR_NELKT2-05A_2019,2019,170,172,NAD83 11N,23.8439998626709,17.845999717712402,0,0
EMMAOR_NELKT2-05A_2019,2019,172,176,NAD83 11N,20.658000946044922,16.270800399780274,0,0
EMMAOR_NELKT2-05A_2019,2019,176,186,NAD83 11N,24.42799949645996,20.6627271825617,1.444000005722046,0.3376363651318984
EMMAOR_NELKT2-05A_2019,2019,186,190,NAD83 11N,25.81999969482422,23.308399963378907,0,0
EMMAOR_NELKT2-06A_2015,2015,168,168,NAD83 11N,25.983999252319336,25.983999252319336,0,0
EMMAOR_NELKT2-06A_2015,2015,168,169,NAD83 11N,25.983999252319336,25.868999481201172,0,0
EMMAOR_NELKT2-06A_2015,2015,169,182,NAD83 11N,33.82400131225586,28.209642955235072,1.4199999570846558,0.14271428329604013
EMMAOR_NELKT2-06A_2015,2015,182,188,NAD83 11N,33.45899963378906,31.053143092564174,0,0
EMMAOR_NELKT2-06A_2017,2017,151,151,NAD83 11N,26.31599998474121,26.31599998474121,0.7580000162124634,0.7580000162124634
EMMAOR_NELKT2-06A_2017,2017,151,157,NAD83 11N,26.31599998474121,21.137428828648158,2.885999917984009,0.6372857008661542
EMMAOR_NELKT2-06A_2017,2017,157,164,NAD83 11N,26.47599983215332,16.75487506389618,4.046999931335449,1.862500011920929
EMMAOR_NELKT2-06A_2017,2017,164,171,NAD83 11N,30.634000778198242,19.3160001039505,4.668000221252441,1.1530000269412994
EMMAOR_NELKT2-06A_2017,2017,171,177,NAD83 11N,30.767000198364258,27.44914300101144,4.668000221252441,0.6668571744646344
EMMAOR_NELKT2-06A_2017,2017,177,179,NAD83 11N,30.767000198364258,28.572999954223633,1.3940000534057617,0.4646666844685872
EMMAOR_NELKT2-06A_2017,2017,179,184,NAD83 11N,29.527000427246094,26.479833285013836,0,0
EMMAOR_NELKT2-07A_2021,2021,182,182,NAD83 11N,33.109397888183594,33.109397888183594,0,0
EMMAOR_NELKT2-07A_2021,2021,182,188,NAD83 11N,33.95199966430664,32.590941837855745,0.628600001335144,0.08980000019073486
EMMAOR_NELKT2-07A_2021,2021,188,189,NAD83 11N,33.95199966430664,31.64989948272705,0,0
EMMAOR_NELKT2-07A_2021,2021,189,190,NAD83 11N,30.386798858642578,29.86729907989502,0,0
EMMAOR_NELKT2-10A_2019,2019,170,170,NAD83 11N,25.11400032043457,25.11400032043457,0,0
EMMAOR_NELKT2-10A_2019,2019,170,172,NAD83 11N,25.11400032043457,19.19533348083496,0,0
EMMAOR_NELKT2-10A_2019,2019,172,176,NAD83 11N,22.07900047302246,17.650000190734865,0,0
EMMAOR_NELKT2-10A_2019,2019,176,190,NAD83 11N,27.57699966430664,22.893533325195314,1.315000057220459,0.21986666917800904
EMMAOR_NELKT2-10A_2019,2019,190,193,NAD83 11N,29.513999938964844,26.640999794006348,0,0
EMMAOR_NELKT3-01A_2017,2017,164,164,NAD83 11N,9.486000061035156,9.486000061035156,3.552000045776367,3.552000045776367
EMMAOR_NELKT3-01A_2017,2017,164,166,NAD83 11N,17.07200050354004,13.938333511352539,3.552000045776367,1.184000015258789
EMMAOR_NELKT3-01A_2017,2017,166,172,NAD83 11N,29.211999893188477,21.429285866873606,5.0370001792907715,0.8895714623587472
EMMAOR_NELKT3-01A_2017,2017,172,177,NAD83 11N,29.17099952697754,25.872833251953125,0.008999999612569809,0.0014999999354283016
EMMAOR_NELKT3-01A_2017,2017,177,179,NAD83 11N,29.17099952697754,27.22333335876465,1.6150000095367432,0.5383333365122477
EMMAOR_NELKT3-01A_2017,2017,179,186,NAD83 11N,29.225000381469727,26.134875297546387,0,0
EMMAOR_NELKT3-01A_2017,2017,186,194,NAD83 11N,31.96299934387207,29.397444407145183,0,0
EMMAOR_NELKT3-03A_2014,2014,150,150,NAD83 11N,15.670999526977539,15.670999526977539,0,0
EMMAOR_NELKT3-03A_2019,2019,175,175,NAD83 11N,17.38800048828125,17.38800048828125,0,0
EMMAOR_NELKT3-03A_2019,2019,175,177,NAD83 11N,19.16200065612793,18.256000518798828,0.017999999225139618,0.00699999975040555
EMMAOR_NELKT3-03A_2019,2019,177,178,NAD83 11N,19.836000442504883,19.499000549316406,0.800000011920929,0.401500005973503
EMMAOR_NELKT3-03A_2019,2019,178,181,NAD83 11N,21.68600082397461,18.675750255584717,0.800000011920929,0.4347500056028366
EMMAOR_NELKT3-03A_2019,2019,181,182,NAD83 11N,22.5939998626709,22.140000343322754,0,0
EMMAOR_NELKT3-08A_2021,2021,158,158,NAD83 11N,13.966399192810059,13.966399192810059,0,0
EMMAOR_NELKT3-08A_2021,2021,158,176,NAD83 11N,30.732999801635742,22.027946773328278,2.346799850463867,0.2409841937846259
EMMAOR_NELKT3-08A_2021,2021,176,182,NAD83 11N,32.66659927368164,29.723927634102957,0,0
EMMAOR_NELKT3-08A_2021,2021,182,188,NAD83 11N,32.60009765625,31.28286988394601,0.5188999772071838,0.07412856817245483
EMMAOR_NELKT3-08A_2021,2021,188,189,NAD83 11N,32.60009765625,30.387898445129395,0,0
EMMAOR_NELKT3-08A_2021,2021,189,190,NAD83 11N,29.125,28.650349617004395,0,0
EMMAOR_NELKT3-08A_2021,2021,190,193,NAD83 11N,33.29249954223633,31.122999668121338,0,0
EMMAOR_NFLAGC1-02A_2015,2015,169,169,NAD83 11N,25.400999069213867,25.400999069213867,0,0
EMMAOR_NFLAGC1-02A_2015,2015,169,182,NAD83 11N,33.53200149536133,27.742785453796387,0.9079999923706055,0.2316428550652095
EMMAOR_NFLAGC1-02A_2015,2015,182,187,NAD83 11N,33.00400161743164,31.2450008392334,0,0
EMMAOR_NFLAGC1-02A_2015,2015,187,189,NAD83 11N,28.8700008392334,28.537333806355793,0.39100000262260437,0.1303333342075348
EMMAOR_NFLAGC1-02A_2015,2015,189,195,NAD83 11N,28.8700008392334,23.53257179260254,10.437999725341797,3.221571390117918
EMMAOR_NFLAGC1-05A_2015,2015,161,166,NAD83 11N,28.826000213623047,24.24566650390625,0,0
EMMAOR_NFLAGC1-05A_2015,2015,166,182,NAD83 11N,33.53200149536133,27.1967056498808,0.9079999923706055,0.19076470417134903
EMMAOR_NFLAGC1-05A_2019,2019,156,156,NAD83 11N,22.30900001525879,22.30900001525879,0,0
EMMAOR_NFLAGC1-05A_2019,2019,156,168,NAD83 11N,27.551000595092773,20.791000072772686,8.880000114440918,1.3529230814713697
EMMAOR_NFLAGC1-05A_2019,2019,168,172,NAD83 11N,25.34000015258789,20.238199996948243,0,0
EMMAOR_NFLAGC1-05A_2019,2019,172,190,NAD83 11N,25.834999084472656,19.916157923246686,1.534000039100647,0.26542105800227117
EMMAOR_NFLAGC1-05A_2019,2019,190,193,NAD83 11N,27.711000442504883,24.92775011062622,0,0
EMMAOR_NFLAGC1-05A_2019,2019,193,200,NAD83 11N,29.577999114990234,25.62974977493286,3.759000062942505,0.559625007212162
EMMAOR_NFLAGC1-06A_2016,2016,188,188,NAD83 11N,21.655000686645508,21.655000686645508,0,0
EMMAOR_NFLAGC1-06A_2016,2016,188,193,NAD83 11N,24.400999069213867,19.771999994913738,2.8369998931884766,1.249499996503194
EMMAOR_NFLAGC1-06A_2016,2016,193,196,NAD83 11N,24.802000045776367,19.250999927520752,2.8369998931884766,1.2947499752044678
EMMAOR_NFLAGC1-06A_2016,2016,196,202,NAD83 11N,28.222999572753906,24.786000115530832,0.7120000123977661,0.18900000197546823
EMMAOR_NFLAGC1-06A_2016,2016,202,203,NAD83 11N,26.579999923706055,25.505499839782715,0,0
EMMAOR_NFLAGC1-06A_2017,2017,156,156,NAD83 11N,16.54199981689453,16.54199981689453,0.6940000057220459,0.6940000057220459
EMMAOR_NFLAGC1-06A_2017,2017,156,157,NAD83 11N,20.267000198364258,18.404500007629395,0.6940000057220459,0.34700000286102295
EMMAOR_NFLAGC1-06A_2017,2017,157,164,NAD83 11N,26.788999557495117,16.7572500705719,4.408999919891357,2.2807499170303345
EMMAOR_NFLAGC1-06A_2017,2017,164,171,NAD83 11N,30.371000289916992,18.915500044822693,4.081999778747559,1.1134999692440033
EMMAOR_NFLAGC1-06A_2017,2017,171,179,NAD83 11N,30.652000427246094,27.043888727823894,2.677000045776367,0.47422222296396893
EMMAOR_NFLAGC1-06A_2017,2017,179,184,NAD83 11N,29.18199920654297,26.14983336130778,0,0
EMMAOR_NFLAGC1-06A_2017,2017,184,194,NAD83 11N,33.3650016784668,30.25109100341797,0,0
EMMAOR_NFLAGC1-07A_2014,2014,161,161,NAD83 11N,23.673999786376953,23.673999786376953,0,0
EMMAOR_NFLAGC1-07A_2014,2014,161,170,NAD83 11N,23.673999786376953,16.78529996871948,3.6600000858306885,0.707200002670288
EMMAOR_NFLAGC1-07A_2014,2014,170,189,NAD83 11N,30.562999725341797,24.074799823760987,3.6989998817443848,0.6992000013589859
EMMAOR_NFLAGC1-08A_2015,2015,161,161,NAD83 11N,28.826000213623047,28.826000213623047,0,0
EMMAOR_NFLAGC1-08A_2015,2015,161,182,NAD83 11N,33.53200149536133,26.57072708823464,0.9079999923706055,0.1474090895869515
EMMAOR_NFLAGC1-08A_2015,2015,182,187,NAD83 11N,33.00400161743164,31.2450008392334,0,0
EMMAOR_NFLAGC1-08A_2015,2015,187,189,NAD83 11N,28.8700008392334,28.537333806355793,0.39100000262260437,0.1303333342075348
EMMAOR_NFLAGC2-03A_2019,2019,182,182,NAD83 11N,24.45800018310547,24.45800018310547,0,0
EMMAOR_NFLAGC2-03A_2019,2019,182,191,NAD83 11N,26.566999435424805,23.287699699401855,1.225000023841858,0.12250000238418579
EMMAOR_NFLAGC2-03A_2019,2019,191,200,NAD83 11N,30.30900001525879,26.3128999710083,3.815999984741211,0.47149999579414725
EMMAOR_NFLAGC2-06A_2019,2019,182,182,NAD83 11N,24.45800018310547,24.45800018310547,0,0
EMMAOR_NFLAGC2-06A_2019,2019,182,190,NAD83 11N,26.566999435424805,23.120221879747177,1.225000023841858,0.13611111376020643
EMMAOR_NFLAGC2-06A_2019,2019,190,191,NAD83 11N,24.795000076293945,23.5024995803833,0,0
EMMAOR_NFLAGC2-06A_2019,2019,191,193,NAD83 11N,28.534000396728516,26.834666570027668,0,0
EMMAOR_NFLAGC2-06A_2019,2019,193,200,NAD83 11N,30.30900001525879,26.394875049591064,3.815999984741211,0.5893749947426841
EMMAOR_NFLAGC2-06A_2019,2019,200,212,NAD83 11N,31.20199966430664,28.16946161710299,0,0
EMMAOR_NFLAGC2-10A_2015,2015,159,159,NAD83 11N,27.902999877929688,27.902999877929688,0,0
EMMAOR_NFLAGC2-10A_2015,2015,159,187,NAD83 11N,34.51900100708008,28.42817260479105,0.734000027179718,0.03334482836312261
EMMAOR_NFLAGC2-10A_2015,2015,187,195,NAD83 11N,29.510000228881836,25.269222259521484,10.812000274658203,2.6835555765363903
EMMAOR_NFLAGC2-10A_2019,2019,172,172,NAD83 11N,11.654000282287598,11.654000282287598,0,0
EMMAOR_NFLAGC2-10A_2019,2019,172,182,NAD83 11N,24.45800018310547,19.045272827148438,0.8769999742507935,0.2187272689559243
EMMAOR_NFLAGC2-10A_2019,2019,182,186,NAD83 11N,24.895999908447266,22.248600006103516,1.225000023841858,0.24500000476837158
EMMAOR_NFLAGC2-10A_2019,2019,186,191,NAD83 11N,26.566999435424805,24.051666259765625,0,0
EMMAOR_NMDC1-07A_2017,2017,177,177,NAD83 11N,31.422000885009766,31.422000885009766,0,0
EMMAOR_NMDC1-07A_2017,2017,177,191,NAD83 11N,33.76300048828125,29.4275333404541,1.1920000314712524,0.07946666876475016
EMMAOR_NMDC2-04A_2019,2019,171,171,NAD83 11N,16.983999252319336,16.983999252319336,0,0
EMMAOR_NMDC2-04A_2019,2019,171,179,NAD83 11N,19.493999481201172,15.863777796427408,0.8949999809265137,0.19855555560853747
EMMAOR_NMDC2-04A_2019,2019,179,183,NAD83 11N,23.1200008392334,19.85200023651123,0,0
EMMAOR_NMDC2-04A_2019,2019,183,191,NAD83 11N,24.617000579833984,21.098777770996094,1.7380000352859497,0.1931111150317722
EMMAOR_NMDC2-04A_2019,2019,191,193,NAD83 11N,26.413000106811523,25.19766680399577,0,0
EMMAOR_NMDC2-04A_2019,2019,193,199,NAD83 11N,28.099000930786133,24.707428795950754,3.0380001068115234,0.7891428811209542
EMMAOR_NPAWT1-01A_2019,2019,168,168,NAD83 11N,25.329999923706055,25.329999923706055,0,0
EMMAOR_NPAWT1-01A_2019,2019,168,176,NAD83 11N,25.329999923706055,19.343889024522568,0.054999999701976776,0.00611111107799742
EMMAOR_NPAWT1-01A_2019,2019,176,184,NAD83 11N,25.243999481201172,20.81111102634006,2.2709999084472656,0.5291111022233963
EMMAOR_NPAWT1-02A_2014,2014,156,156,NAD83 11N,22.687999725341797,22.687999725341797,0,0
EMMAOR_NPAWT1-02A_2014,2014,156,167,NAD83 11N,23.29199981689453,20.048249800999958,2.3289999961853027,0.1940833330154419
EMMAOR_NPAWT1-03A_2016,2016,155,155,NAD83 11N,21.242000579833984,21.242000579833984,0,0
EMMAOR_NPAWT1-03A_2016,2016,155,159,NAD83 11N,29.347999572753906,26.866400146484374,0,0
EMMAOR_NPAWT1-03A_2016,2016,159,166,NAD83 11N,28.96500015258789,21.84149980545044,2.36299991607666,0.37062498927116394
EMMAOR_NPAWT1-03A_2016,2016,166,167,NAD83 11N,19.285999298095703,15.435499668121338,0.4300000071525574,0.2150000035762787
EMMAOR_NPAWT1-03A_2016,2016,167,187,NAD83 11N,30.34600067138672,22.31461901891799,8.079999923706055,0.7963809541293553
EMMAOR_NPAWT1-03A_2016,2016,187,190,NAD83 11N,24.142000198364258,22.072500228881836,0,0
EMMAOR_NPAWT1-03A_2016,2016,190,194,NAD83 11N,24.142000198364258,18.981400299072266,7.061999797821045,1.956399965286255
EMMAOR_NPAWT1-03A_2016,2016,194,196,NAD83 11N,25.00200080871582,21.95133399963379,0,0
EMMAOR_NPAWT1-03A_2017,2017,177,177,NAD83 11N,31.211000442504883,31.211000442504883,0,0
EMMAOR_NPAWT1-03A_2017,2017,177,178,NAD83 11N,31.211000442504883,29.737000465393066,2.3010001182556152,1.1505000591278076
EMMAOR_NPAWT1-03A_2017,2017,178,187,NAD83 11N,31.43000030517578,27.701700019836426,2.3010001182556152,0.23010001182556153
EMMAOR_NPAWT1-03A_2017,2017,187,193,NAD83 11N,33.26599884033203,30.575428826468332,0,0
EMMAOR_NPAWT1-03A_2019,2019,150,150,NAD83 11N,15.729999542236328,15.729999542236328,0.2639999985694885,0.2639999985694885
EMMAOR_NPAWT1-03A_2019,2019,150,165,NAD83 11N,27.398000717163086,19.543937385082245,8.821000099182129,0.8835624998901039
EMMAOR_NPAWT1-03A_2019,2019,165,176,NAD83 11N,24.753999710083008,19.96066665649414,0.08399999886751175,0.006999999905625979
EMMAOR_NPAWT1-03A_2019,2019,176,184,NAD83 11N,24.354000091552734,20.2032224867079,2.365000009536743,0.5485555562708113
EMMAOR_NPAWT1-03A_2021,2021,144,144,NAD83 11N,12.4468994140625,12.4468994140625,0.15299999713897705,0.15299999713897705
EMMAOR_NPAWT1-03A_2021,2021,144,145,NAD83 11N,13.157699584960938,12.802299499511719,5.968599796295166,3.0607998967170715
EMMAOR_NPAWT1-03A_2021,2021,145,152,NAD83 11N,25.007999420166016,17.81114959716797,5.968599796295166,1.405324935913086
EMMAOR_NPAWT1-03A_2021,2021,152,159,NAD83 11N,31.37449836730957,23.670549511909485,1.9164999723434448,0.48531249165534973
EMMAOR_NPAWT1-03A_2021,2021,159,169,NAD83 11N,28.64259910583496,20.474581198258832,0.8416999578475952,0.12208181077783758
EMMAOR_NPAWT1-03A_2021,2021,169,175,NAD83 11N,32.04520034790039,27.635656356811523,2.872499942779541,0.49269998925072805
EMMAOR_NPAWT1-03A_2021,2021,175,179,NAD83 11N,32.978797912597656,29.138599014282228,0,0
EMMAOR_NPAWT1-03A_2021,2021,179,187,NAD83 11N,34.99169921875,32.756876627604164,0,0
EMMAOR_NPAWT1-03A_2021,2021,187,188,NAD83 11N,34.027099609375,32.91394901275635,0,0
EMMAOR_NPAWT1-03A_2021,2021,188,189,NAD83 11N,34.027099609375,31.535749435424805,0,0
EMMAOR_NPAWT1-03A_2021,2021,189,190,NAD83 11N,29.827699661254883,29.436049461364746,0,0
EMMAOR_NPAWT1-03A_2021,2021,190,190,NAD83 11N,29.827699661254883,29.827699661254883,0,0
EMMAOR_NPAWT1-04A_2015,2015,154,154,NAD83 11N,14.822999954223633,14.822999954223633,2.0450000762939453,2.0450000762939453
EMMAOR_NPAWT1-04A_2015,2015,154,160,NAD83 11N,30.590999603271484,21.697571345738,2.0450000762939453,0.2921428680419922
EMMAOR_NPAWT1-04A_2015,2015,160,167,NAD83 11N,30.590999603271484,25.26312494277954,0,0
EMMAOR_NPAWT1-04A_2015,2015,167,181,NAD83 11N,34.058998107910156,27.365066909790038,0.8339999914169312,0.10139999787012736
EMMAOR_NPAWT1-04A_2015,2015,181,183,NAD83 11N,32.555999755859375,31.745333353678387,0,0
EMMAOR_NPAWT1-04A_2015,2015,183,187,NAD83 11N,32.7869987487793,31.087599563598634,0,0
EMMAOR_NPAWT1-04A_2015,2015,187,189,NAD83 11N,28.2810001373291,27.761666615804035,0,0
EMMAOR_NPAWT1-05A_2015,2015,175,175,NAD83 11N,25.246999740600586,25.246999740600586,0,0
EMMAOR_NPAWT1-05A_2015,2015,175,180,NAD83 11N,34.058998107910156,30.35533332824707,0.6869999766349792,0.11449999610582988
EMMAOR_NPAWT1-05A_2015,2015,180,183,NAD83 11N,33.54800033569336,32.19600009918213,0.6869999766349792,0.1717499941587448
EMMAOR_NPAWT1-05A_2015,2015,183,187,NAD83 11N,32.7869987487793,31.087599563598634,0,0
EMMAOR_NPAWT1-05A_2015,2015,187,188,NAD83 11N,27.62299919128418,27.501999855041504,0,0
EMMAOR_NPAWT1-05A_2015,2015,188,194,NAD83 11N,28.2810001373291,24.39628573826381,17.41900062561035,4.6587143795830865
EMMAOR_NPAWT1-05A_2015,2015,194,195,NAD83 11N,20.267000198364258,20.23550033569336,3.992000102996826,2.261500060558319
EMMAOR_NPAWT1-05A_2019,2019,184,184,NAD83 11N,18.895000457763672,18.895000457763672,2.365000009536743,2.365000009536743
EMMAOR_NPAWT1-05A_2019,2019,184,190,NAD83 11N,26.197999954223633,21.858428955078125,2.365000009536743,0.3378571442195347
EMMAOR_NPAWT1-05A_2021,2021,169,169,NAD83 11N,26.548599243164063,26.548599243164063,0,0
EMMAOR_NPAWT1-05A_2021,2021,169,175,NAD83 11N,32.04520034790039,27.635656356811523,2.872499942779541,0.49269998925072805
EMMAOR_NPAWT1-05A_2021,2021,175,179,NAD83 11N,32.978797912597656,29.138599014282228,0,0
EMMAOR_NPAWT1-05A_2021,2021,179,187,NAD83 11N,34.99169921875,32.756876627604164,0,0
EMMAOR_NPAWT1-05A_2021,2021,187,188,NAD83 11N,34.027099609375,32.91394901275635,0,0
EMMAOR_NPAWT1-07A_2015,2015,181,181,NAD83 11N,31.35700035095215,31.35700035095215,0,0
EMMAOR_NPAWT1-07A_2015,2015,181,183,NAD83 11N,32.555999755859375,31.745333353678387,0,0
EMMAOR_NPAWT1-07A_2015,2015,183,187,NAD83 11N,32.7869987487793,31.087599563598634,0,0
EMMAOR_NPAWT1-07A_2015,2015,187,189,NAD83 11N,28.2810001373291,27.761666615804035,0,0
EMMAOR_NPAWT1-08A_2015,2015,167,167,NAD83 11N,25.790000915527344,25.790000915527344,0,0
EMMAOR_NPAWT1-08A_2015,2015,167,180,NAD83 11N,34.058998107910156,27.07992880684989,0.8339999914169312,0.10864285486085075
EMMAOR_NPAWT1-08A_2015,2015,180,183,NAD83 11N,33.54800033569336,32.19600009918213,0.6869999766349792,0.1717499941587448
