"Nest_ID","Visit_date","Prev_date","interval","Fate_cat","Initiation_date","Stage","Year_located","Project_ID","UTM_E","UTM_N","UTM_datum_zone","Nest_Ht","Orientation"
"EMFWOR_NCAMC1-01A_2015","2015-06-22","2015-06-18",1,"success","2015-06-06","I",2015,"EM_FWOR",736223.852,4674241.706,"NAD83 10N",2.3,20
"EMFWOR_NCAMC1-01A_2015","2015-06-23","2015-06-22",2,"success","2015-06-06","N",2015,"EM_FWOR",736223.852,4674241.706,"NAD83 10N",2.3,20
"EMFWOR_NCAMC1-01A_2015","2015-07-01","2015-06-23",3,"success","2015-06-06","N",2015,"EM_FWOR",736223.852,4674241.706,"NAD83 10N",2.3,20
"EMFWOR_NCAMC1-01A_2015","2015-07-13","2015-07-01",4,"success","2015-06-06","N",2015,"EM_FWOR",736223.852,4674241.706,"NAD83 10N",2.3,20
"EMFWOR_NCAMC1-01A_2015","2015-07-22","2015-07-13",5,"success","2015-06-06","F",2015,"EM_FWOR",736223.852,4674241.706,"NAD83 10N",2.3,20
"EMFWOR_NCAMC1-01A_2017","2017-06-27","2017-06-24",1,"success","2017-05-23","N",2017,"EM_FWOR",736049.868,4674165.093,"NAD83 10N",4.5,140
"EMFWOR_NCAMC1-01A_2017","2017-06-29","2017-06-27",2,"success","2017-05-23","N",2017,"EM_FWOR",736049.868,4674165.093,"NAD83 10N",4.5,140
"EMFWOR_NCAMC1-01A_2017","2017-07-07","2017-06-29",3,"success","2017-05-23","F",2017,"EM_FWOR",736049.868,4674165.093,"NAD83 10N",4.5,140
"EMFWOR_NCAMC1-02A_2018","2018-07-02","2018-06-28",1,"success","2018-05-28","N",2018,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",5.2,300
"EMFWOR_NCAMC1-02A_2018","2018-07-05","2018-07-02",2,"success","2018-05-28","N",2018,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",5.2,300
"EMFWOR_NCAMC1-02A_2018","2018-07-09","2018-07-05",3,"success","2018-05-28","N",2018,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",5.2,300
"EMFWOR_NCAMC1-02A_2018","2018-07-10","2018-07-09",4,"success","2018-05-28","N",2018,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",5.2,300
"EMFWOR_NCAMC1-02A_2018","2018-07-11","2018-07-10",5,"success","2018-05-28","F",2018,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",5.2,300
"EMFWOR_NCAMC1-02A_2019","2019-06-17","2019-06-13",1,"failure","2019-06-12","L",2019,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",4.6,218
"EMFWOR_NCAMC1-02A_2019","2019-06-20","2019-06-17",2,"failure","2019-06-12","I",2019,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",4.6,218
"EMFWOR_NCAMC1-02A_2019","2019-06-24","2019-06-20",3,"failure","2019-06-12","I",2019,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",4.6,218
"EMFWOR_NCAMC1-02A_2019","2019-06-27","2019-06-24",4,"failure","2019-06-12","N",2019,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",4.6,218
"EMFWOR_NCAMC1-02A_2019","2019-07-01","2019-06-27",5,"failure","2019-06-12","N",2019,"EM_FWOR",735854.022,4674500.782,"NAD83 10N",4.6,218
"EMFWOR_NCAMC1-09A_2015","2015-07-01","2015-06-25",1,"success","2015-06-06","N",2015,"EM_FWOR",734146.046,4674816.711,"NAD83 10N",2.9,108
"EMFWOR_NCAMC1-09A_2015","2015-07-08","2015-07-01",2,"success","2015-06-06","N",2015,"EM_FWOR",734146.046,4674816.711,"NAD83 10N",2.9,108
"EMFWOR_NCAMC1-09A_2015","2015-07-09","2015-07-08",3,"success","2015-06-06","N",2015,"EM_FWOR",734146.046,4674816.711,"NAD83 10N",2.9,108
"EMFWOR_NCAMC1-09A_2015","2015-07-14","2015-07-09",4,"success","2015-06-06","N",2015,"EM_FWOR",734146.046,4674816.711,"NAD83 10N",2.9,108
"EMFWOR_NCAMC1-09A_2015","2015-07-22","2015-07-14",5,"success","2015-06-06","F",2015,"EM_FWOR",734146.046,4674816.711,"NAD83 10N",2.9,108
"EMFWOR_NCAMC1-09A_2018","2018-06-07","2018-06-05",1,"success","2018-05-17","N",2018,"EM_FWOR",734142.735,4674992.744,"NAD83 10N",2.5,141
"EMFWOR_NCAMC1-09A_2018","2018-06-11","2018-06-07",2,"success","2018-05-17","N",2018,"EM_FWOR",734142.735,4674992.744,"NAD83 10N",2.5,141
"EMFWOR_NCAMC1-09A_2018","2018-06-18","2018-06-11",3,"success","2018-05-17","N",2018,"EM_FWOR",734142.735,4674992.744,"NAD83 10N",2.5,141
"EMFWOR_NCAMC1-09A_2018","2018-06-25","2018-06-18",4,"success","2018-05-17","N",2018,"EM_FWOR",734142.735,4674992.744,"NAD83 10N",2.5,141
"EMFWOR_NCAMC1-09A_2018","2018-07-02","2018-06-25",5,"success","2018-05-17","F",2018,"EM_FWOR",734142.735,4674992.744,"NAD83 10N",2.5,141
"EMFWOR_NCAMC1-10A_2017","2017-06-13","2017-06-08",1,"success","2017-05-14","N",2017,"EM_FWOR",734048.834,4675048.08,"NAD83 10N",1.5,109
"EMFWOR_NCAMC1-10A_2017","2017-06-24","2017-06-13",2,"success","2017-05-14","N",2017,"EM_FWOR",734048.834,4675048.08,"NAD83 10N",1.5,109
"EMFWOR_NCAMC1-10A_2017","2017-06-27","2017-06-24",3,"success","2017-05-14","F",2017,"EM_FWOR",734048.834,4675048.08,"NAD83 10N",1.5,109
"EMFWOR_NCAMC1-10A_2020","2020-07-08","2020-07-06",1,"success","2020-06-23","I",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC1-10A_2020","2020-07-13","2020-07-08",2,"success","2020-06-23","N",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC1-10A_2020","2020-07-15","2020-07-13",3,"success","2020-06-23","N",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC1-10A_2020","2020-07-21","2020-07-15",4,"success","2020-06-23","N",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC1-10A_2020","2020-07-24","2020-07-21",5,"success","2020-06-23","N",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC1-10A_2020","2020-07-28","2020-07-24",6,"success","2020-06-23","N",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC1-10A_2020","2020-07-30","2020-07-28",7,"success","2020-06-23","N",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC1-10A_2020","2020-08-03","2020-07-30",8,"success","2020-06-23","N",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC1-10A_2020","2020-08-06","2020-08-03",9,"success","2020-06-23","F",2020,"EM_FWOR",734082,4674837,"NAD83 10N",3.6,39
"EMFWOR_NCAMC2-10A_2018","2018-06-07","2018-06-05",1,"success","2018-05-23","I",2018,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2018","2018-06-11","2018-06-07",2,"success","2018-05-23","N",2018,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2018","2018-06-18","2018-06-11",3,"success","2018-05-23","N",2018,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2018","2018-06-25","2018-06-18",4,"success","2018-05-23","N",2018,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2018","2018-07-02","2018-06-25",5,"success","2018-05-23","N",2018,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2018","2018-07-05","2018-07-02",6,"success","2018-05-23","F",2018,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2019","2019-06-13","2019-06-10",1,"failure","2019-06-03","I",2019,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2019","2019-06-17","2019-06-13",2,"failure","2019-06-03","I",2019,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2019","2019-06-20","2019-06-17",3,"failure","2019-06-03","N",2019,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2019","2019-06-24","2019-06-20",4,"failure","2019-06-03","N",2019,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2019","2019-06-27","2019-06-24",5,"failure","2019-06-03","N",2019,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2019","2019-07-01","2019-06-27",6,"failure","2019-06-03","N",2019,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC2-10A_2019","2019-07-05","2019-07-01",7,"failure","2019-06-03","N",2019,"EM_FWOR",734033.352,4673375.115,"NAD83 10N",3.9,82
"EMFWOR_NCAMC3-08A_2018","2018-06-04","2018-05-31",1,"success","2018-05-20","I",2018,"EM_FWOR",736788.526,4672348.876,"NAD83 10N",3.1,51
"EMFWOR_NCAMC3-08A_2018","2018-06-07","2018-06-04",2,"success","2018-05-20","N",2018,"EM_FWOR",736788.526,4672348.876,"NAD83 10N",3.1,51
"EMFWOR_NCAMC3-08A_2018","2018-06-11","2018-06-07",3,"success","2018-05-20","N",2018,"EM_FWOR",736788.526,4672348.876,"NAD83 10N",3.1,51
"EMFWOR_NCAMC3-08A_2018","2018-06-18","2018-06-11",4,"success","2018-05-20","N",2018,"EM_FWOR",736788.526,4672348.876,"NAD83 10N",3.1,51
"EMFWOR_NCAMC3-08A_2018","2018-06-25","2018-06-18",5,"success","2018-05-20","N",2018,"EM_FWOR",736788.526,4672348.876,"NAD83 10N",3.1,51
"EMFWOR_NCAMC3-08A_2018","2018-07-02","2018-06-25",6,"success","2018-05-20","N",2018,"EM_FWOR",736788.526,4672348.876,"NAD83 10N",3.1,51
"EMFWOR_NCAMC3-08A_2018","2018-07-05","2018-07-02",7,"success","2018-05-20","F",2018,"EM_FWOR",736788.526,4672348.876,"NAD83 10N",3.1,51
"EMFWOR_NCAMC3-08A_2020","2020-06-05","2020-06-01",1,"success","2020-05-25","I",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC3-08A_2020","2020-06-10","2020-06-05",2,"success","2020-05-25","I",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC3-08A_2020","2020-06-18","2020-06-10",3,"success","2020-05-25","N",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC3-08A_2020","2020-06-23","2020-06-18",4,"success","2020-05-25","N",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC3-08A_2020","2020-06-29","2020-06-23",5,"success","2020-05-25","N",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC3-08A_2020","2020-07-01","2020-06-29",6,"success","2020-05-25","N",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC3-08A_2020","2020-07-07","2020-07-01",7,"success","2020-05-25","N",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC3-08A_2020","2020-07-09","2020-07-07",8,"success","2020-05-25","N",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC3-08A_2020","2020-07-13","2020-07-09",9,"success","2020-05-25","F",2020,"EM_FWOR",736840,4672331,"NAD83 10N",4.8,102
"EMFWOR_NCAMC4-01A_2018","2018-07-02","2018-06-28",1,"success","2018-06-03","N",2018,"EM_FWOR",730466.081,4670801.226,"NAD83 10N",3.1,2
"EMFWOR_NCAMC4-01A_2018","2018-07-05","2018-07-02",2,"success","2018-06-03","N",2018,"EM_FWOR",730466.081,4670801.226,"NAD83 10N",3.1,2
"EMFWOR_NCAMC4-01A_2018","2018-07-09","2018-07-05",3,"success","2018-06-03","N",2018,"EM_FWOR",730466.081,4670801.226,"NAD83 10N",3.1,2
"EMFWOR_NCAMC4-01A_2018","2018-07-12","2018-07-09",4,"success","2018-06-03","N",2018,"EM_FWOR",730466.081,4670801.226,"NAD83 10N",3.1,2
"EMFWOR_NCAMC4-01A_2018","2018-07-16","2018-07-12",5,"success","2018-06-03","F",2018,"EM_FWOR",730466.081,4670801.226,"NAD83 10N",3.1,2
"EMFWOR_NCAMC4-01A_2020","2020-06-16","2020-06-10",1,"failure","2020-99-99","I",2020,"EM_FWOR",730397,4670730,"NAD83 10N",1.7,90
"EMFWOR_NCAMC4-01A_2020","2020-06-22","2020-06-16",2,"failure","2020-99-99","I",2020,"EM_FWOR",730397,4670730,"NAD83 10N",1.7,90
"EMFWOR_NCAMC4-07A_2016","2016-07-07","2016-07-05",1,"success","2016-05-29","N",2016,"EM_FWOR",731297.83,4672241.124,"NAD83 10N",1.7,322
"EMFWOR_NCAMC4-07A_2016","2016-07-08","2016-07-07",2,"success","2016-05-29","N",2016,"EM_FWOR",731297.83,4672241.124,"NAD83 10N",1.7,322
"EMFWOR_NCAMC4-07A_2016","2016-07-11","2016-07-08",3,"success","2016-05-29","F",2016,"EM_FWOR",731297.83,4672241.124,"NAD83 10N",1.7,322
"EMFWOR_NCAMC4-07A_2018","2018-06-26","2018-06-20",1,"success","2018-05-23","N",2018,"EM_FWOR",731201.49,4672312.908,"NAD83 10N",1.7,156
"EMFWOR_NCAMC4-07A_2018","2018-07-02","2018-06-26",2,"success","2018-05-23","N",2018,"EM_FWOR",731201.49,4672312.908,"NAD83 10N",1.7,156
"EMFWOR_NCAMC4-07A_2018","2018-07-05","2018-07-02",3,"success","2018-05-23","F",2018,"EM_FWOR",731201.49,4672312.908,"NAD83 10N",1.7,156
"EMFWOR_NCAMC4-07A_2019","2019-06-10","2019-06-06",1,"success","2019-05-26","I",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-06-13","2019-06-10",2,"success","2019-05-26","N",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-06-17","2019-06-13",3,"success","2019-05-26","N",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-06-20","2019-06-17",4,"success","2019-05-26","N",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-06-24","2019-06-20",5,"success","2019-05-26","N",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-06-27","2019-06-24",6,"success","2019-05-26","N",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-07-01","2019-06-27",7,"success","2019-05-26","N",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-07-05","2019-07-01",8,"success","2019-05-26","N",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-07-08","2019-07-05",9,"success","2019-05-26","N",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-07A_2019","2019-07-11","2019-07-08",10,"success","2019-05-26","F",2019,"EM_FWOR",731273.206,4672499.492,"NAD83 10N",3.9,194
"EMFWOR_NCAMC4-09A_2020","2020-06-10","2020-06-05",1,"failure","2020-05-31","I",2020,"EM_FWOR",731999,4672899,"NAD83 10N",2.1,220
"EMFWOR_NCAMC4-09A_2020","2020-06-16","2020-06-10",2,"failure","2020-05-31","I",2020,"EM_FWOR",731999,4672899,"NAD83 10N",2.1,220
"EMFWOR_NCAMC4-10A_2016","2016-07-07","2016-07-05",1,"success","2016-06-01","N",2016,"EM_FWOR",732175.477,4672535.133,"NAD83 10N",4.6,359
"EMFWOR_NCAMC4-10A_2016","2016-07-08","2016-07-07",2,"success","2016-06-01","N",2016,"EM_FWOR",732175.477,4672535.133,"NAD83 10N",4.6,359
"EMFWOR_NCAMC4-10A_2016","2016-07-11","2016-07-08",3,"success","2016-06-01","N",2016,"EM_FWOR",732175.477,4672535.133,"NAD83 10N",4.6,359
"EMFWOR_NCAMC4-10A_2016","2016-07-13","2016-07-11",4,"success","2016-06-01","F",2016,"EM_FWOR",732175.477,4672535.133,"NAD83 10N",4.6,359
"EMFWOR_NCAMC4-10A_2018","2018-07-02","2018-06-28",1,"success","2018-05-22","F",2018,"EM_FWOR",732060.31,4672999.402,"NAD83 10N",1.7,32
"EMFWOR_NCAMC4-10A_2018","2018-07-03","2018-07-02",2,"success","2018-05-22","F",2018,"EM_FWOR",732060.31,4672999.402,"NAD83 10N",1.7,32
"EMFWOR_NCAMC4-10B_2018","2018-05-29","2018-05-24",1,"success","2018-05-22","I",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC4-10B_2018","2018-06-01","2018-05-29",2,"success","2018-05-22","I",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC4-10B_2018","2018-06-04","2018-06-01",3,"success","2018-05-22","I",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC4-10B_2018","2018-06-07","2018-06-04",4,"success","2018-05-22","I",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC4-10B_2018","2018-06-11","2018-06-07",5,"success","2018-05-22","N",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC4-10B_2018","2018-06-20","2018-06-11",6,"success","2018-05-22","N",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC4-10B_2018","2018-06-25","2018-06-20",7,"success","2018-05-22","N",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC4-10B_2018","2018-07-02","2018-06-25",8,"success","2018-05-22","N",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC4-10B_2018","2018-07-05","2018-07-02",9,"success","2018-05-22","F",2018,"EM_FWOR",732577.857,4672536.684,"NAD83 10N",2.5,80
"EMFWOR_NCAMC5-01A_2015","2015-06-23","2015-06-18",1,"success","2015-05-30","N",2015,"EM_FWOR",731236.877,4673698.091,"NAD83 10N",2.4,136
"EMFWOR_NCAMC5-01A_2015","2015-07-01","2015-06-23",2,"success","2015-05-30","N",2015,"EM_FWOR",731236.877,4673698.091,"NAD83 10N",2.4,136
"EMFWOR_NCAMC5-01A_2015","2015-07-08","2015-07-01",3,"success","2015-05-30","N",2015,"EM_FWOR",731236.877,4673698.091,"NAD83 10N",2.4,136
"EMFWOR_NCAMC5-01A_2015","2015-07-09","2015-07-08",4,"success","2015-05-30","N",2015,"EM_FWOR",731236.877,4673698.091,"NAD83 10N",2.4,136
"EMFWOR_NCAMC5-01A_2015","2015-07-14","2015-07-09",5,"success","2015-05-30","F",2015,"EM_FWOR",731236.877,4673698.091,"NAD83 10N",2.4,136
"EMFWOR_NCAMC5-01A_2017","2017-06-03","2017-05-31",1,"failure","2017-05-12","N",2017,"EM_FWOR",731257.358,4673696.147,"NAD83 10N",2.4,198
"EMFWOR_NCAMC5-01A_2017","2017-06-08","2017-06-03",2,"failure","2017-05-12","N",2017,"EM_FWOR",731257.358,4673696.147,"NAD83 10N",2.4,198
"EMFWOR_NCAMC5-01A_2017","2017-06-13","2017-06-08",3,"failure","2017-05-12","N",2017,"EM_FWOR",731257.358,4673696.147,"NAD83 10N",2.4,198
"EMFWOR_NCAMC5-01A_2017","2017-06-21","2017-06-13",4,"failure","2017-05-12","N",2017,"EM_FWOR",731257.358,4673696.147,"NAD83 10N",2.4,198
"EMFWOR_NCAMC5-01A_2017","2017-06-24","2017-06-21",5,"failure","2017-05-12","N",2017,"EM_FWOR",731257.358,4673696.147,"NAD83 10N",2.4,198
"EMFWOR_NCAMC5-01A_2018","2018-06-01","2018-05-29",1,"success","2018-05-20","I",2018,"EM_FWOR",731242.445,4673678.932,"NAD83 10N",7.3,243
"EMFWOR_NCAMC5-01A_2018","2018-06-04","2018-06-01",2,"success","2018-05-20","I",2018,"EM_FWOR",731242.445,4673678.932,"NAD83 10N",7.3,243
"EMFWOR_NCAMC5-01A_2018","2018-06-07","2018-06-04",3,"success","2018-05-20","N",2018,"EM_FWOR",731242.445,4673678.932,"NAD83 10N",7.3,243
"EMFWOR_NCAMC5-01A_2018","2018-06-11","2018-06-07",4,"success","2018-05-20","N",2018,"EM_FWOR",731242.445,4673678.932,"NAD83 10N",7.3,243
"EMFWOR_NCAMC5-01A_2018","2018-06-18","2018-06-11",5,"success","2018-05-20","N",2018,"EM_FWOR",731242.445,4673678.932,"NAD83 10N",7.3,243
"EMFWOR_NCAMC5-01A_2018","2018-06-25","2018-06-18",6,"success","2018-05-20","N",2018,"EM_FWOR",731242.445,4673678.932,"NAD83 10N",7.3,243
"EMFWOR_NCAMC5-01A_2018","2018-07-02","2018-06-25",7,"success","2018-05-20","N",2018,"EM_FWOR",731242.445,4673678.932,"NAD83 10N",7.3,243
"EMFWOR_NCAMC5-01A_2018","2018-07-05","2018-07-02",8,"success","2018-05-20","F",2018,"EM_FWOR",731242.445,4673678.932,"NAD83 10N",7.3,243
"EMFWOR_NCAMC5-01A_2020","2020-06-10","2020-06-09",1,"failure","2020-06-09","L",2020,"EM_FWOR",731252,4673876,"NAD83 10N",1.5,175
"EMFWOR_NCAMC5-01A_2020","2020-06-19","2020-06-10",2,"failure","2020-06-09","I",2020,"EM_FWOR",731252,4673876,"NAD83 10N",1.5,175
"EMFWOR_NCAMC5-01A_2020","2020-06-23","2020-06-19",3,"failure","2020-06-09","I",2020,"EM_FWOR",731252,4673876,"NAD83 10N",1.5,175
"EMFWOR_NCAMC5-01A_2020","2020-06-29","2020-06-23",4,"failure","2020-06-09","I",2020,"EM_FWOR",731252,4673876,"NAD83 10N",1.5,175
"EMFWOR_NCAMC5-01A_2020","2020-07-01","2020-06-29",5,"failure","2020-06-09","I",2020,"EM_FWOR",731252,4673876,"NAD83 10N",1.5,175
"EMFWOR_NCAMC5-01A_2020","2020-07-02","2020-07-01",6,"failure","2020-06-09","I",2020,"EM_FWOR",731252,4673876,"NAD83 10N",1.5,175
"EMFWOR_NCAMC7-06A_2015","2015-06-19","2015-06-16",1,"success","2015-06-01","N",2015,"EM_FWOR",730509.493,4676247.396,"NAD83 10N",1.7,191
"EMFWOR_NCAMC7-06A_2015","2015-06-23","2015-06-19",2,"success","2015-06-01","N",2015,"EM_FWOR",730509.493,4676247.396,"NAD83 10N",1.7,191
"EMFWOR_NCAMC7-06A_2015","2015-07-01","2015-06-23",3,"success","2015-06-01","N",2015,"EM_FWOR",730509.493,4676247.396,"NAD83 10N",1.7,191
"EMFWOR_NCAMC7-06A_2015","2015-07-08","2015-07-01",4,"success","2015-06-01","N",2015,"EM_FWOR",730509.493,4676247.396,"NAD83 10N",1.7,191
"EMFWOR_NCAMC7-06A_2015","2015-07-09","2015-07-08",5,"success","2015-06-01","N",2015,"EM_FWOR",730509.493,4676247.396,"NAD83 10N",1.7,191
"EMFWOR_NCAMC7-06A_2015","2015-07-14","2015-07-09",6,"success","2015-06-01","N",2015,"EM_FWOR",730509.493,4676247.396,"NAD83 10N",1.7,191
"EMFWOR_NCAMC7-06A_2015","2015-07-22","2015-07-14",7,"success","2015-06-01","F",2015,"EM_FWOR",730509.493,4676247.396,"NAD83 10N",1.7,191
"EMFWOR_NCAMC7-06A_2018","2018-06-26","2018-06-18",1,"success","2018-05-28","N",2018,"EM_FWOR",730511.661,4676215.028,"NAD83 10N",7.5,272
"EMFWOR_NCAMC7-06A_2018","2018-07-02","2018-06-26",2,"success","2018-05-28","N",2018,"EM_FWOR",730511.661,4676215.028,"NAD83 10N",7.5,272
"EMFWOR_NCAMC7-06A_2018","2018-07-09","2018-07-02",3,"success","2018-05-28","N",2018,"EM_FWOR",730511.661,4676215.028,"NAD83 10N",7.5,272
"EMFWOR_NCAMC7-06A_2018","2018-07-10","2018-07-09",4,"success","2018-05-28","F",2018,"EM_FWOR",730511.661,4676215.028,"NAD83 10N",7.5,272
"EMFWOR_NCAMC7-06A_2020","2020-06-30","2020-06-25",1,"success","2020-05-24","N",2020,"EM_FWOR",730512,4676306,"NAD83 10N",4,330
"EMFWOR_NCAMC7-06A_2020","2020-07-02","2020-06-30",2,"success","2020-05-24","N",2020,"EM_FWOR",730512,4676306,"NAD83 10N",4,330
"EMFWOR_NCAMC7-06A_2020","2020-07-06","2020-07-02",3,"success","2020-05-24","F",2020,"EM_FWOR",730512,4676306,"NAD83 10N",4,330
"EMFWOR_NCAMC8-06A_2016","2016-07-05","2016-07-01",1,"success","2016-06-05","N",2016,"EM_FWOR",730136.1,4674072.146,"NAD83 10N",3.8,255
"EMFWOR_NCAMC8-06A_2016","2016-07-08","2016-07-05",2,"success","2016-06-05","N",2016,"EM_FWOR",730136.1,4674072.146,"NAD83 10N",3.8,255
"EMFWOR_NCAMC8-06A_2016","2016-07-11","2016-07-08",3,"success","2016-06-05","N",2016,"EM_FWOR",730136.1,4674072.146,"NAD83 10N",3.8,255
"EMFWOR_NCAMC8-06A_2016","2016-07-13","2016-07-11",4,"success","2016-06-05","N",2016,"EM_FWOR",730136.1,4674072.146,"NAD83 10N",3.8,255
"EMFWOR_NCAMC8-06A_2016","2016-07-15","2016-07-13",5,"success","2016-06-05","N",2016,"EM_FWOR",730136.1,4674072.146,"NAD83 10N",3.8,255
"EMFWOR_NCAMC8-06A_2016","2016-07-18","2016-07-15",6,"success","2016-06-05","F",2016,"EM_FWOR",730136.1,4674072.146,"NAD83 10N",3.8,255
"EMFWOR_NCAMC8-07A_2017","2017-06-03","2017-05-31",1,"success","2017-05-22","I",2017,"EM_FWOR",730403.539,4674257.705,"NAD83 10N",1.8,322
"EMFWOR_NCAMC8-07A_2017","2017-06-06","2017-06-03",2,"success","2017-05-22","I",2017,"EM_FWOR",730403.539,4674257.705,"NAD83 10N",1.8,322
"EMFWOR_NCAMC8-07A_2017","2017-06-08","2017-06-06",3,"success","2017-05-22","I",2017,"EM_FWOR",730403.539,4674257.705,"NAD83 10N",1.8,322
"EMFWOR_NCAMC8-07A_2017","2017-06-13","2017-06-08",4,"success","2017-05-22","N",2017,"EM_FWOR",730403.539,4674257.705,"NAD83 10N",1.8,322
"EMFWOR_NCAMC8-07A_2017","2017-06-20","2017-06-13",5,"success","2017-05-22","N",2017,"EM_FWOR",730403.539,4674257.705,"NAD83 10N",1.8,322
"EMFWOR_NCAMC8-07A_2017","2017-06-27","2017-06-20",6,"success","2017-05-22","N",2017,"EM_FWOR",730403.539,4674257.705,"NAD83 10N",1.8,322
"EMFWOR_NCAMC8-07A_2017","2017-06-30","2017-06-27",7,"success","2017-05-22","N",2017,"EM_FWOR",730403.539,4674257.705,"NAD83 10N",1.8,322
"EMFWOR_NCAMC8-07A_2017","2017-07-07","2017-06-30",8,"success","2017-05-22","F",2017,"EM_FWOR",730403.539,4674257.705,"NAD83 10N",1.8,322
